Order_ID,Order_Time,Area,Restaurant,Estimated_Delivery_Time_min,Actual_Delivery_Time_min,Delay_Minutes,Weather,Time_of_Day
ORD03702,2025-01-26 16:50:00,Midtown,Restaurant_30,46,41,-5,Clear,Afternoon
ORD03703,2025-01-26 17:00:00,Uptown,Restaurant_12,47,47,0,Rain,Afternoon
ORD03704,2025-01-26 17:10:00,Midtown,Restaurant_4,29,24,-5,Rain,Afternoon
ORD03705,2025-01-26 17:20:00,Industrial Zone,Restaurant_24,31,33,2,Clear,Afternoon
ORD03706,2025-01-26 17:30:00,Downtown,Restaurant_29,26,39,13,Rain,Afternoon
ORD03707,2025-01-26 17:40:00,Suburb-East,Restaurant_9,25,25,0,Clear,Afternoon
ORD03708,2025-01-26 17:50:00,Downtown,Restaurant_4,36,43,7,Clear,Afternoon
ORD03709,2025-01-26 18:00:00,University Area,Restaurant_24,34,34,0,Rain,Afternoon
ORD03710,2025-01-26 18:10:00,Suburb-West,Restaurant_14,32,62,30,Cloudy,Afternoon
ORD03711,2025-01-26 18:20:00,Suburb-East,Restaurant_5,25,45,20,Clear,Afternoon
ORD03712,2025-01-26 18:30:00,Midtown,Restaurant_18,36,38,2,Cloudy,Afternoon
ORD03713,2025-01-26 18:40:00,Suburb-West,Restaurant_42,26,33,7,Rain,Afternoon
ORD03714,2025-01-26 18:50:00,Suburb-East,Restaurant_19,34,29,-5,Clear,Afternoon
ORD03715,2025-01-26 19:00:00,Industrial Zone,Restaurant_12,46,48,2,Fog,Evening
ORD03716,2025-01-26 19:10:00,Industrial Zone,Restaurant_18,41,40,-1,Clear,Evening
ORD03717,2025-01-26 19:20:00,Industrial Zone,Restaurant_17,27,39,12,Cloudy,Evening
ORD03718,2025-01-26 19:30:00,Industrial Zone,Restaurant_30,31,27,-4,Cloudy,Evening
ORD03719,2025-01-26 19:40:00,Midtown,Restaurant_24,36,57,21,Clear,Evening
ORD03720,2025-01-26 19:50:00,Downtown,Restaurant_11,32,36,4,Clear,Evening
ORD03721,2025-01-26 20:00:00,Suburb-East,Restaurant_35,44,41,-3,Clear,Evening
ORD03722,2025-01-26 20:10:00,Midtown,Restaurant_23,36,41,5,Clear,Evening
ORD03723,2025-01-26 20:20:00,Industrial Zone,Restaurant_17,27,39,12,Clear,Evening
ORD03724,2025-01-26 20:30:00,University Area,Restaurant_1,41,51,10,Clear,Evening
ORD03725,2025-01-26 20:40:00,Downtown,Restaurant_15,33,39,6,Rain,Evening
ORD03726,2025-01-26 20:50:00,University Area,Restaurant_32,34,47,13,Clear,Evening
ORD03727,2025-01-26 21:00:00,Suburb-West,Restaurant_9,46,59,13,Storm,Evening
ORD03728,2025-01-26 21:10:00,University Area,Restaurant_15,30,43,13,Storm,Evening
ORD03729,2025-01-26 21:20:00,Suburb-West,Restaurant_28,49,51,2,Clear,Evening
ORD03730,2025-01-26 21:30:00,Suburb-West,Restaurant_24,25,27,2,Cloudy,Evening
ORD03731,2025-01-26 21:40:00,Industrial Zone,Restaurant_35,46,48,2,Clear,Evening
ORD03732,2025-01-26 21:50:00,Suburb-West,Restaurant_22,36,36,0,Clear,Evening
ORD03733,2025-01-26 22:00:00,Uptown,Restaurant_27,29,35,6,Rain,Evening
ORD03734,2025-01-26 22:10:00,Suburb-East,Restaurant_19,37,41,4,Clear,Evening
ORD03735,2025-01-26 22:20:00,Suburb-East,Restaurant_45,39,60,21,Rain,Evening
ORD03736,2025-01-26 22:30:00,Industrial Zone,Restaurant_12,46,46,0,Cloudy,Evening
ORD03737,2025-01-26 22:40:00,Uptown,Restaurant_20,35,31,-4,Cloudy,Evening
ORD03738,2025-01-26 22:50:00,University Area,Restaurant_1,32,43,11,Rain,Evening
ORD03739,2025-01-26 23:00:00,Midtown,Restaurant_21,29,34,5,Fog,Evening
ORD03740,2025-01-26 23:10:00,University Area,Restaurant_49,26,25,-1,Clear,Evening
ORD03741,2025-01-26 23:20:00,Midtown,Restaurant_45,36,48,12,Clear,Evening
ORD03742,2025-01-26 23:30:00,Suburb-West,Restaurant_1,26,28,2,Fog,Evening
ORD03743,2025-01-26 23:40:00,Downtown,Restaurant_10,40,60,20,Clear,Evening
ORD03744,2025-01-26 23:50:00,Midtown,Restaurant_47,45,41,-4,Clear,Evening
ORD03745,2025-01-27 00:00:00,Downtown,Restaurant_32,27,27,0,Clear,Night
ORD03746,2025-01-27 00:10:00,Suburb-East,Restaurant_39,34,40,6,Rain,Night
ORD03747,2025-01-27 00:20:00,Downtown,Restaurant_22,43,61,18,Clear,Night
ORD03748,2025-01-27 00:30:00,Suburb-East,Restaurant_18,32,30,-2,Rain,Night
ORD03749,2025-01-27 00:40:00,Uptown,Restaurant_48,31,39,8,Clear,Night
ORD03750,2025-01-27 00:50:00,Uptown,Restaurant_46,25,20,-5,Clear,Night
ORD03751,2025-01-27 01:00:00,Industrial Zone,Restaurant_32,36,50,14,Clear,Night
ORD03752,2025-01-27 01:10:00,Industrial Zone,Restaurant_27,29,28,-1,Clear,Night
ORD03753,2025-01-27 01:20:00,Suburb-West,Restaurant_28,40,51,11,Cloudy,Night
ORD03754,2025-01-27 01:30:00,Midtown,Restaurant_18,49,60,11,Clear,Night
ORD03755,2025-01-27 01:40:00,Suburb-West,Restaurant_39,28,23,-5,Clear,Night
ORD03756,2025-01-27 01:50:00,Suburb-East,Restaurant_49,41,48,7,Rain,Night
ORD03757,2025-01-27 02:00:00,Suburb-West,Restaurant_29,48,48,0,Clear,Night
ORD03758,2025-01-27 02:10:00,Downtown,Restaurant_18,45,54,9,Clear,Night
ORD03759,2025-01-27 02:20:00,Suburb-East,Restaurant_44,26,23,-3,Clear,Night
ORD03760,2025-01-27 02:30:00,Industrial Zone,Restaurant_8,36,36,0,Cloudy,Night
ORD03761,2025-01-27 02:40:00,Uptown,Restaurant_31,25,41,16,Rain,Night
ORD03762,2025-01-27 02:50:00,Industrial Zone,Restaurant_34,36,52,16,Clear,Night
ORD03763,2025-01-27 03:00:00,Midtown,Restaurant_7,36,32,-4,Clear,Night
ORD03764,2025-01-27 03:10:00,Suburb-East,Restaurant_36,36,58,22,Clear,Night
ORD03765,2025-01-27 03:20:00,Suburb-East,Restaurant_18,43,38,-5,Clear,Night
ORD03766,2025-01-27 03:30:00,Downtown,Restaurant_38,49,56,7,Rain,Night
ORD03767,2025-01-27 03:40:00,Midtown,Restaurant_9,41,36,-5,Cloudy,Night
ORD03768,2025-01-27 03:50:00,Uptown,Restaurant_9,44,52,8,Clear,Night
ORD03769,2025-01-27 04:00:00,University Area,Restaurant_46,48,50,2,Storm,Night
ORD03770,2025-01-27 04:10:00,Suburb-East,Restaurant_8,48,43,-5,Clear,Night
ORD03771,2025-01-27 04:20:00,Suburb-East,Restaurant_35,35,33,-2,Clear,Night
ORD03772,2025-01-27 04:30:00,Downtown,Restaurant_18,37,35,-2,Clear,Night
ORD03773,2025-01-27 04:40:00,Suburb-West,Restaurant_5,32,37,5,Clear,Night
ORD03774,2025-01-27 04:50:00,Uptown,Restaurant_14,34,48,14,Cloudy,Night
ORD03775,2025-01-27 05:00:00,Industrial Zone,Restaurant_28,32,56,24,Clear,Night
ORD03776,2025-01-27 05:10:00,Midtown,Restaurant_30,44,47,3,Clear,Night
ORD03777,2025-01-27 05:20:00,Suburb-East,Restaurant_4,32,39,7,Cloudy,Night
ORD03778,2025-01-27 05:30:00,Suburb-East,Restaurant_39,33,49,16,Cloudy,Night
ORD03779,2025-01-27 05:40:00,Industrial Zone,Restaurant_20,31,31,0,Fog,Night
ORD03780,2025-01-27 05:50:00,Uptown,Restaurant_25,38,36,-2,Cloudy,Night
ORD03781,2025-01-27 06:00:00,Suburb-West,Restaurant_28,26,50,24,Clear,Night
ORD03782,2025-01-27 06:10:00,Suburb-East,Restaurant_12,49,52,3,Storm,Night
ORD03783,2025-01-27 06:20:00,Uptown,Restaurant_2,35,42,7,Rain,Night
ORD03784,2025-01-27 06:30:00,Industrial Zone,Restaurant_43,32,27,-5,Cloudy,Night
ORD03785,2025-01-27 06:40:00,Downtown,Restaurant_14,37,37,0,Fog,Night
ORD03786,2025-01-27 06:50:00,Suburb-West,Restaurant_22,45,68,23,Clear,Night
ORD03787,2025-01-27 07:00:00,Midtown,Restaurant_31,39,48,9,Fog,Morning
ORD03788,2025-01-27 07:10:00,Suburb-East,Restaurant_23,27,31,4,Clear,Morning
ORD03789,2025-01-27 07:20:00,Uptown,Restaurant_48,47,65,18,Clear,Morning
ORD03790,2025-01-27 07:30:00,Downtown,Restaurant_20,38,33,-5,Clear,Morning
ORD03791,2025-01-27 07:40:00,Midtown,Restaurant_38,39,39,0,Cloudy,Morning
ORD03792,2025-01-27 07:50:00,University Area,Restaurant_4,26,53,27,Clear,Morning
ORD03793,2025-01-27 08:00:00,Uptown,Restaurant_15,43,47,4,Rain,Morning
ORD03794,2025-01-27 08:10:00,Uptown,Restaurant_24,36,40,4,Clear,Morning
ORD03795,2025-01-27 08:20:00,Midtown,Restaurant_25,49,65,16,Cloudy,Morning
ORD03796,2025-01-27 08:30:00,Downtown,Restaurant_1,44,61,17,Clear,Morning
ORD03797,2025-01-27 08:40:00,University Area,Restaurant_7,28,23,-5,Fog,Morning
ORD03798,2025-01-27 08:50:00,Industrial Zone,Restaurant_31,27,36,9,Cloudy,Morning
ORD03799,2025-01-27 09:00:00,Downtown,Restaurant_12,29,51,22,Clear,Morning
ORD03800,2025-01-27 09:10:00,Suburb-West,Restaurant_42,27,26,-1,Clear,Morning
ORD03801,2025-01-27 09:20:00,Suburb-East,Restaurant_5,49,50,1,Fog,Morning
ORD03802,2025-01-27 09:30:00,Midtown,Restaurant_44,39,44,5,Cloudy,Morning
ORD03803,2025-01-27 09:40:00,Industrial Zone,Restaurant_50,43,54,11,Fog,Morning
ORD03804,2025-01-27 09:50:00,University Area,Restaurant_42,26,21,-5,Clear,Morning
ORD03805,2025-01-27 10:00:00,Midtown,Restaurant_38,36,31,-5,Cloudy,Morning
ORD03806,2025-01-27 10:10:00,Midtown,Restaurant_12,29,36,7,Clear,Morning
ORD03807,2025-01-27 10:20:00,Downtown,Restaurant_39,46,62,16,Rain,Morning
ORD03808,2025-01-27 10:30:00,Suburb-East,Restaurant_18,41,42,1,Storm,Morning
ORD03809,2025-01-27 10:40:00,Suburb-West,Restaurant_2,38,37,-1,Clear,Morning
ORD03810,2025-01-27 10:50:00,Uptown,Restaurant_10,46,49,3,Fog,Morning
ORD03811,2025-01-27 11:00:00,Uptown,Restaurant_15,34,54,20,Rain,Morning
ORD03812,2025-01-27 11:10:00,Midtown,Restaurant_30,27,26,-1,Cloudy,Morning
ORD03813,2025-01-27 11:20:00,Suburb-East,Restaurant_44,28,38,10,Clear,Morning
ORD03814,2025-01-27 11:30:00,University Area,Restaurant_17,30,25,-5,Clear,Morning
ORD03815,2025-01-27 11:40:00,University Area,Restaurant_4,48,43,-5,Storm,Morning
ORD03816,2025-01-27 11:50:00,Industrial Zone,Restaurant_7,49,62,13,Clear,Morning
ORD03817,2025-01-27 12:00:00,Downtown,Restaurant_41,46,67,21,Clear,Morning
ORD03818,2025-01-27 12:10:00,Suburb-East,Restaurant_31,40,53,13,Cloudy,Morning
ORD03819,2025-01-27 12:20:00,Suburb-East,Restaurant_39,31,26,-5,Clear,Morning
ORD03820,2025-01-27 12:30:00,Downtown,Restaurant_34,39,39,0,Cloudy,Morning
ORD03821,2025-01-27 12:40:00,University Area,Restaurant_6,45,52,7,Clear,Morning
ORD03822,2025-01-27 12:50:00,University Area,Restaurant_50,49,54,5,Clear,Morning
ORD03823,2025-01-27 13:00:00,University Area,Restaurant_38,44,39,-5,Fog,Afternoon
ORD03824,2025-01-27 13:10:00,Midtown,Restaurant_45,35,30,-5,Rain,Afternoon
ORD03825,2025-01-27 13:20:00,Suburb-East,Restaurant_34,46,43,-3,Rain,Afternoon
ORD03826,2025-01-27 13:30:00,Uptown,Restaurant_44,45,49,4,Rain,Afternoon
ORD03827,2025-01-27 13:40:00,Downtown,Restaurant_15,25,20,-5,Storm,Afternoon
ORD03828,2025-01-27 13:50:00,University Area,Restaurant_14,29,40,11,Clear,Afternoon
ORD03829,2025-01-27 14:00:00,Industrial Zone,Restaurant_6,37,41,4,Clear,Afternoon
ORD03830,2025-01-27 14:10:00,University Area,Restaurant_50,45,40,-5,Clear,Afternoon
ORD03831,2025-01-27 14:20:00,University Area,Restaurant_37,38,44,6,Rain,Afternoon
ORD03832,2025-01-27 14:30:00,Suburb-West,Restaurant_50,33,28,-5,Clear,Afternoon
ORD03833,2025-01-27 14:40:00,Midtown,Restaurant_32,41,45,4,Clear,Afternoon
ORD03834,2025-01-27 14:50:00,Downtown,Restaurant_3,39,34,-5,Clear,Afternoon
ORD03835,2025-01-27 15:00:00,Suburb-West,Restaurant_3,45,40,-5,Clear,Afternoon
ORD03836,2025-01-27 15:10:00,Suburb-West,Restaurant_22,31,31,0,Clear,Afternoon
ORD03837,2025-01-27 15:20:00,Industrial Zone,Restaurant_22,46,44,-2,Rain,Afternoon
ORD03838,2025-01-27 15:30:00,Suburb-East,Restaurant_10,46,54,8,Clear,Afternoon
ORD03839,2025-01-27 15:40:00,Industrial Zone,Restaurant_3,36,40,4,Cloudy,Afternoon
ORD03840,2025-01-27 15:50:00,Suburb-East,Restaurant_12,47,73,26,Rain,Afternoon
ORD03841,2025-01-27 16:00:00,Suburb-East,Restaurant_29,30,32,2,Clear,Afternoon
ORD03842,2025-01-27 16:10:00,Downtown,Restaurant_48,45,40,-5,Rain,Afternoon
ORD03843,2025-01-27 16:20:00,University Area,Restaurant_17,40,35,-5,Clear,Afternoon
ORD03844,2025-01-27 16:30:00,Downtown,Restaurant_7,29,24,-5,Fog,Afternoon
ORD03845,2025-01-27 16:40:00,Midtown,Restaurant_13,33,71,38,Cloudy,Afternoon
ORD03846,2025-01-27 16:50:00,Suburb-East,Restaurant_2,38,42,4,Rain,Afternoon
ORD03847,2025-01-27 17:00:00,Suburb-West,Restaurant_4,32,48,16,Rain,Afternoon
ORD03848,2025-01-27 17:10:00,University Area,Restaurant_10,38,53,15,Clear,Afternoon
ORD03849,2025-01-27 17:20:00,Uptown,Restaurant_39,36,31,-5,Clear,Afternoon
ORD03850,2025-01-27 17:30:00,Midtown,Restaurant_24,34,29,-5,Cloudy,Afternoon
ORD03851,2025-01-27 17:40:00,Downtown,Restaurant_17,44,55,11,Clear,Afternoon
ORD03852,2025-01-27 17:50:00,Industrial Zone,Restaurant_6,44,39,-5,Clear,Afternoon
ORD03853,2025-01-27 18:00:00,Midtown,Restaurant_19,45,59,14,Clear,Afternoon
ORD03854,2025-01-27 18:10:00,Midtown,Restaurant_5,37,40,3,Fog,Afternoon
ORD03855,2025-01-27 18:20:00,University Area,Restaurant_32,43,54,11,Clear,Afternoon
ORD03856,2025-01-27 18:30:00,Midtown,Restaurant_10,39,47,8,Cloudy,Afternoon
ORD03857,2025-01-27 18:40:00,Midtown,Restaurant_9,32,40,8,Clear,Afternoon
ORD03858,2025-01-27 18:50:00,Uptown,Restaurant_27,47,53,6,Clear,Afternoon
ORD03859,2025-01-27 19:00:00,Industrial Zone,Restaurant_13,45,52,7,Fog,Evening
ORD03860,2025-01-27 19:10:00,Industrial Zone,Restaurant_19,34,39,5,Clear,Evening
ORD03861,2025-01-27 19:20:00,Industrial Zone,Restaurant_21,27,22,-5,Rain,Evening
ORD03862,2025-01-27 19:30:00,Suburb-East,Restaurant_24,45,46,1,Clear,Evening
ORD03863,2025-01-27 19:40:00,Suburb-West,Restaurant_38,27,53,26,Clear,Evening
ORD03864,2025-01-27 19:50:00,Industrial Zone,Restaurant_4,29,37,8,Clear,Evening
ORD03865,2025-01-27 20:00:00,Midtown,Restaurant_24,40,56,16,Cloudy,Evening
ORD03866,2025-01-27 20:10:00,Midtown,Restaurant_35,41,37,-4,Rain,Evening
ORD03867,2025-01-27 20:20:00,Industrial Zone,Restaurant_3,30,25,-5,Fog,Evening
ORD03868,2025-01-27 20:30:00,University Area,Restaurant_4,44,39,-5,Clear,Evening
ORD03869,2025-01-27 20:40:00,Industrial Zone,Restaurant_37,44,39,-5,Rain,Evening
ORD03870,2025-01-27 20:50:00,Midtown,Restaurant_40,40,35,-5,Clear,Evening
ORD03871,2025-01-27 21:00:00,Suburb-East,Restaurant_48,48,55,7,Cloudy,Evening
ORD03872,2025-01-27 21:10:00,Downtown,Restaurant_35,26,27,1,Fog,Evening
ORD03873,2025-01-27 21:20:00,Downtown,Restaurant_31,44,57,13,Fog,Evening
ORD03874,2025-01-27 21:30:00,Industrial Zone,Restaurant_44,39,40,1,Clear,Evening
ORD03875,2025-01-27 21:40:00,Uptown,Restaurant_25,42,37,-5,Rain,Evening
ORD03876,2025-01-27 21:50:00,Industrial Zone,Restaurant_40,25,34,9,Clear,Evening
ORD03877,2025-01-27 22:00:00,University Area,Restaurant_13,43,38,-5,Cloudy,Evening
ORD03878,2025-01-27 22:10:00,Industrial Zone,Restaurant_4,36,43,7,Clear,Evening
ORD03879,2025-01-27 22:20:00,Downtown,Restaurant_46,32,30,-2,Clear,Evening
ORD03880,2025-01-27 22:30:00,Midtown,Restaurant_14,30,37,7,Clear,Evening
ORD03881,2025-01-27 22:40:00,Industrial Zone,Restaurant_13,36,31,-5,Clear,Evening
ORD03882,2025-01-27 22:50:00,Midtown,Restaurant_27,31,43,12,Clear,Evening
ORD03883,2025-01-27 23:00:00,Midtown,Restaurant_6,42,47,5,Cloudy,Evening
ORD03884,2025-01-27 23:10:00,Uptown,Restaurant_17,46,47,1,Rain,Evening
ORD03885,2025-01-27 23:20:00,Midtown,Restaurant_36,38,33,-5,Cloudy,Evening
ORD03886,2025-01-27 23:30:00,Downtown,Restaurant_40,32,55,23,Storm,Evening
ORD03887,2025-01-27 23:40:00,Suburb-East,Restaurant_49,48,44,-4,Clear,Evening
ORD03888,2025-01-27 23:50:00,Suburb-East,Restaurant_35,44,51,7,Rain,Evening
ORD03889,2025-01-28 00:00:00,Suburb-West,Restaurant_17,46,42,-4,Clear,Night
ORD03890,2025-01-28 00:10:00,University Area,Restaurant_41,38,80,42,Cloudy,Night
ORD03891,2025-01-28 00:20:00,Industrial Zone,Restaurant_2,29,35,6,Clear,Night
ORD03892,2025-01-28 00:30:00,University Area,Restaurant_13,33,32,-1,Clear,Night
ORD03893,2025-01-28 00:40:00,Downtown,Restaurant_2,32,43,11,Clear,Night
ORD03894,2025-01-28 00:50:00,Midtown,Restaurant_28,26,38,12,Clear,Night
ORD03895,2025-01-28 01:00:00,Suburb-East,Restaurant_43,40,48,8,Clear,Night
ORD03896,2025-01-28 01:10:00,University Area,Restaurant_26,37,38,1,Clear,Night
ORD03897,2025-01-28 01:20:00,Downtown,Restaurant_22,31,40,9,Fog,Night
ORD03898,2025-01-28 01:30:00,Suburb-East,Restaurant_47,40,43,3,Storm,Night
ORD03899,2025-01-28 01:40:00,Midtown,Restaurant_43,31,35,4,Clear,Night
ORD03900,2025-01-28 01:50:00,University Area,Restaurant_3,38,36,-2,Clear,Night
ORD03901,2025-01-28 02:00:00,Suburb-East,Restaurant_35,38,33,-5,Cloudy,Night
ORD03902,2025-01-28 02:10:00,Industrial Zone,Restaurant_12,36,46,10,Clear,Night
ORD03903,2025-01-28 02:20:00,Industrial Zone,Restaurant_24,25,36,11,Cloudy,Night
ORD03904,2025-01-28 02:30:00,Suburb-West,Restaurant_5,25,42,17,Clear,Night
ORD03905,2025-01-28 02:40:00,Suburb-West,Restaurant_20,36,41,5,Rain,Night
ORD03906,2025-01-28 02:50:00,Suburb-East,Restaurant_39,44,46,2,Rain,Night
ORD03907,2025-01-28 03:00:00,Downtown,Restaurant_39,45,40,-5,Rain,Night
ORD03908,2025-01-28 03:10:00,Industrial Zone,Restaurant_13,39,43,4,Cloudy,Night
ORD03909,2025-01-28 03:20:00,Downtown,Restaurant_41,28,36,8,Clear,Night
ORD03910,2025-01-28 03:30:00,Downtown,Restaurant_45,31,26,-5,Clear,Night
ORD03911,2025-01-28 03:40:00,Suburb-East,Restaurant_12,40,55,15,Rain,Night
ORD03912,2025-01-28 03:50:00,Downtown,Restaurant_13,27,25,-2,Storm,Night
ORD03913,2025-01-28 04:00:00,Industrial Zone,Restaurant_10,31,34,3,Clear,Night
ORD03914,2025-01-28 04:10:00,Midtown,Restaurant_33,48,58,10,Storm,Night
ORD03915,2025-01-28 04:20:00,Suburb-West,Restaurant_40,46,50,4,Clear,Night
ORD03916,2025-01-28 04:30:00,Midtown,Restaurant_16,30,49,19,Clear,Night
ORD03917,2025-01-28 04:40:00,Downtown,Restaurant_45,40,51,11,Fog,Night
ORD03918,2025-01-28 04:50:00,Midtown,Restaurant_35,48,51,3,Clear,Night
ORD03919,2025-01-28 05:00:00,Industrial Zone,Restaurant_3,32,27,-5,Rain,Night
ORD03920,2025-01-28 05:10:00,Industrial Zone,Restaurant_5,47,61,14,Clear,Night
ORD03921,2025-01-28 05:20:00,Downtown,Restaurant_26,46,41,-5,Clear,Night
ORD03922,2025-01-28 05:30:00,Suburb-East,Restaurant_11,30,43,13,Rain,Night
ORD03923,2025-01-28 05:40:00,Midtown,Restaurant_7,34,43,9,Rain,Night
ORD03924,2025-01-28 05:50:00,Suburb-East,Restaurant_10,40,43,3,Clear,Night
ORD03925,2025-01-28 06:00:00,Suburb-East,Restaurant_42,35,49,14,Clear,Night
ORD03926,2025-01-28 06:10:00,Uptown,Restaurant_34,37,47,10,Clear,Night
ORD03927,2025-01-28 06:20:00,Downtown,Restaurant_3,30,38,8,Clear,Night
ORD03928,2025-01-28 06:30:00,Suburb-West,Restaurant_8,48,43,-5,Cloudy,Night
ORD03929,2025-01-28 06:40:00,Industrial Zone,Restaurant_31,25,30,5,Cloudy,Night
ORD03930,2025-01-28 06:50:00,Industrial Zone,Restaurant_11,45,40,-5,Clear,Night
ORD03931,2025-01-28 07:00:00,Downtown,Restaurant_45,43,38,-5,Clear,Morning
ORD03932,2025-01-28 07:10:00,University Area,Restaurant_7,36,37,1,Cloudy,Morning
ORD03933,2025-01-28 07:20:00,University Area,Restaurant_45,48,67,19,Rain,Morning
ORD03934,2025-01-28 07:30:00,University Area,Restaurant_2,30,38,8,Rain,Morning
ORD03935,2025-01-28 07:40:00,Suburb-West,Restaurant_6,42,51,9,Fog,Morning
ORD03936,2025-01-28 07:50:00,Industrial Zone,Restaurant_41,37,49,12,Clear,Morning
ORD03937,2025-01-28 08:00:00,Downtown,Restaurant_32,31,28,-3,Clear,Morning
ORD03938,2025-01-28 08:10:00,Industrial Zone,Restaurant_20,47,42,-5,Cloudy,Morning
ORD03939,2025-01-28 08:20:00,Suburb-East,Restaurant_34,37,32,-5,Rain,Morning
ORD03940,2025-01-28 08:30:00,Midtown,Restaurant_50,45,52,7,Clear,Morning
ORD03941,2025-01-28 08:40:00,Midtown,Restaurant_16,32,46,14,Clear,Morning
ORD03942,2025-01-28 08:50:00,Industrial Zone,Restaurant_25,45,59,14,Clear,Morning
ORD03943,2025-01-28 09:00:00,Uptown,Restaurant_12,41,38,-3,Fog,Morning
ORD03944,2025-01-28 09:10:00,Suburb-West,Restaurant_7,33,51,18,Clear,Morning
ORD03945,2025-01-28 09:20:00,University Area,Restaurant_39,44,69,25,Clear,Morning
ORD03946,2025-01-28 09:30:00,Suburb-West,Restaurant_17,37,48,11,Cloudy,Morning
ORD03947,2025-01-28 09:40:00,Suburb-West,Restaurant_45,26,45,19,Clear,Morning
ORD03948,2025-01-28 09:50:00,Suburb-East,Restaurant_11,28,41,13,Clear,Morning
ORD03949,2025-01-28 10:00:00,Suburb-West,Restaurant_6,49,51,2,Clear,Morning
ORD03950,2025-01-28 10:10:00,Midtown,Restaurant_23,26,25,-1,Clear,Morning
ORD03951,2025-01-28 10:20:00,Suburb-East,Restaurant_27,28,23,-5,Clear,Morning
ORD03952,2025-01-28 10:30:00,Downtown,Restaurant_46,42,42,0,Cloudy,Morning
ORD03953,2025-01-28 10:40:00,Suburb-West,Restaurant_6,29,31,2,Cloudy,Morning
ORD03954,2025-01-28 10:50:00,Suburb-West,Restaurant_38,43,45,2,Clear,Morning
ORD03955,2025-01-28 11:00:00,Downtown,Restaurant_2,34,37,3,Clear,Morning
ORD03956,2025-01-28 11:10:00,Suburb-West,Restaurant_22,42,37,-5,Rain,Morning
ORD03957,2025-01-28 11:20:00,Downtown,Restaurant_20,49,61,12,Clear,Morning
ORD03958,2025-01-28 11:30:00,Suburb-East,Restaurant_25,45,58,13,Clear,Morning
ORD03959,2025-01-28 11:40:00,Midtown,Restaurant_15,34,42,8,Cloudy,Morning
ORD03960,2025-01-28 11:50:00,Downtown,Restaurant_49,29,24,-5,Clear,Morning
ORD03961,2025-01-28 12:00:00,Uptown,Restaurant_29,41,49,8,Clear,Morning
ORD03962,2025-01-28 12:10:00,Downtown,Restaurant_8,46,51,5,Clear,Morning
ORD03963,2025-01-28 12:20:00,Suburb-West,Restaurant_37,37,46,9,Clear,Morning
ORD03964,2025-01-28 12:30:00,University Area,Restaurant_49,47,67,20,Clear,Morning
ORD03965,2025-01-28 12:40:00,University Area,Restaurant_33,41,44,3,Clear,Morning
ORD03966,2025-01-28 12:50:00,Suburb-East,Restaurant_22,33,39,6,Clear,Morning
ORD03967,2025-01-28 13:00:00,Industrial Zone,Restaurant_50,48,45,-3,Rain,Afternoon
ORD03968,2025-01-28 13:10:00,Suburb-East,Restaurant_47,36,50,14,Clear,Afternoon
ORD03969,2025-01-28 13:20:00,Industrial Zone,Restaurant_5,38,50,12,Clear,Afternoon
ORD03970,2025-01-28 13:30:00,University Area,Restaurant_39,38,45,7,Rain,Afternoon
ORD03971,2025-01-28 13:40:00,University Area,Restaurant_18,32,27,-5,Cloudy,Afternoon
ORD03972,2025-01-28 13:50:00,Downtown,Restaurant_38,47,46,-1,Clear,Afternoon
ORD03973,2025-01-28 14:00:00,Midtown,Restaurant_37,29,24,-5,Clear,Afternoon
ORD03974,2025-01-28 14:10:00,Uptown,Restaurant_30,43,42,-1,Clear,Afternoon
ORD03975,2025-01-28 14:20:00,Suburb-East,Restaurant_31,38,50,12,Fog,Afternoon
ORD03976,2025-01-28 14:30:00,Suburb-West,Restaurant_10,33,41,8,Clear,Afternoon
ORD03977,2025-01-28 14:40:00,Industrial Zone,Restaurant_15,31,37,6,Clear,Afternoon
ORD03978,2025-01-28 14:50:00,Suburb-West,Restaurant_42,32,51,19,Clear,Afternoon
ORD03979,2025-01-28 15:00:00,Midtown,Restaurant_48,38,46,8,Clear,Afternoon
ORD03980,2025-01-28 15:10:00,Industrial Zone,Restaurant_44,46,46,0,Clear,Afternoon
ORD03981,2025-01-28 15:20:00,Suburb-East,Restaurant_18,38,37,-1,Clear,Afternoon
ORD03982,2025-01-28 15:30:00,Downtown,Restaurant_23,35,37,2,Storm,Afternoon
ORD03983,2025-01-28 15:40:00,Suburb-West,Restaurant_33,38,38,0,Rain,Afternoon
ORD03984,2025-01-28 15:50:00,Midtown,Restaurant_16,45,59,14,Clear,Afternoon
ORD03985,2025-01-28 16:00:00,Suburb-East,Restaurant_38,32,41,9,Clear,Afternoon
ORD03986,2025-01-28 16:10:00,University Area,Restaurant_35,27,28,1,Clear,Afternoon
ORD03987,2025-01-28 16:20:00,University Area,Restaurant_34,47,49,2,Clear,Afternoon
ORD03988,2025-01-28 16:30:00,Suburb-East,Restaurant_28,42,54,12,Cloudy,Afternoon
ORD03989,2025-01-28 16:40:00,Suburb-East,Restaurant_2,27,42,15,Cloudy,Afternoon
ORD03990,2025-01-28 16:50:00,Suburb-East,Restaurant_30,37,32,-5,Clear,Afternoon
ORD03991,2025-01-28 17:00:00,Industrial Zone,Restaurant_13,36,39,3,Clear,Afternoon
ORD03992,2025-01-28 17:10:00,Suburb-East,Restaurant_41,39,44,5,Clear,Afternoon
