Product Name,Category,Price,Quantity Sold,Date of Sale,Revenue
Onion,Vegetables,41.45,16,2025-03-01,663.2
Butter,Dairy,26.21,4,2025-03-17,104.84
Onion,Vegetables,1.85,3,2024-12-03,5.55
Cheese,Dairy,31.17,16,2025-06-04,498.72
Tea,Beverages,39.83,3,2025-05-03,119.49
Mango,Fruits,38.67,11,2024-10-26,425.37
Coffee,Beverages,36.1,4,2024-10-12,144.4
Cream,Dairy,1.65,20,2025-01-14,33.0
Milk,Dairy,48.03,17,2024-11-08,816.51
Carrot,Vegetables,25.88,6,2024-12-11,155.28
Soda,Beverages,35.6,5,2024-07-26,178.0
Spinach,Vegetables,2.71,6,2025-03-20,16.26
Soda,Beverages,28.28,13,2024-12-22,367.64
Cheese,Dairy,4.81,14,2024-11-13,67.34
Juice,Beverages,9.38,18,2025-06-04,168.84
Orange,Fruits,7.44,13,2024-12-08,96.72
Tea,Beverages,7.84,1,2024-10-02,7.84
Apple,Fruits,18.63,18,2025-05-01,335.34
Cream,Dairy,1.1,11,2024-09-29,12.1
Onion,Vegetables,26.1,2,2024-10-13,52.2
Spinach,Vegetables,4.98,2,2024-07-31,9.96
Spinach,Vegetables,14.71,6,2025-03-25,88.26
Juice,Beverages,36.02,9,2024-10-04,324.18
Cookies,Snacks,19.11,5,2025-03-08,95.55
Cream,Dairy,38.61,10,2024-12-03,386.1
Granola Bar,Snacks,30.75,2,2025-04-15,61.5
Onion,Vegetables,38.07,11,2024-12-04,418.77
Popcorn,Snacks,2.47,5,2025-03-26,12.35
Chips,Snacks,37.17,20,2024-07-31,743.4
Cheese,Dairy,8.2,3,2025-04-13,24.6
Yogurt,Dairy,4.41,1,2024-11-12,4.41
Water,Beverages,44.35,5,2024-08-21,221.75
Banana,Fruits,31.04,4,2024-07-08,124.16
Cookies,Snacks,40.29,8,2024-08-31,322.32
Grapes,Fruits,13.48,17,2024-12-27,229.16
Chips,Snacks,12.52,3,2024-09-05,37.56
Soda,Beverages,32.04,5,2024-09-22,160.2
Water,Beverages,43.19,15,2025-04-20,647.85
Tea,Beverages,49.27,20,2024-12-23,985.4
Soda,Beverages,38.53,8,2024-08-31,308.24
Butter,Dairy,31.14,18,2024-11-09,560.52
Cookies,Snacks,46.81,7,2024-09-01,327.67
Soda,Beverages,8.36,18,2024-10-14,150.48
Banana,Fruits,49.08,4,2024-07-10,196.32
Grapes,Fruits,15.98,2,2025-04-02,31.96
Coffee,Beverages,2.97,16,2025-05-26,47.52
Yogurt,Dairy,25.85,18,2024-08-05,465.3
Grapes,Fruits,21.91,16,2024-09-16,350.56
Tea,Beverages,16.78,18,2024-12-05,302.04
Nuts,Snacks,32.83,20,2024-08-20,656.6
Grapes,Fruits,38.4,8,2025-05-13,307.2
Carrot,Vegetables,47.37,7,2025-03-11,331.59
Spinach,Vegetables,5.61,4,2025-02-11,22.44
Butter,Dairy,33.05,16,2024-07-17,528.8
Nuts,Snacks,18.74,14,2024-11-08,262.36
Banana,Fruits,25.54,8,2024-08-01,204.32
Granola Bar,Snacks,30.15,11,2024-07-12,331.65
Apple,Fruits,3.13,1,2024-11-09,3.13
Coffee,Beverages,20.96,20,2025-01-27,419.2
Potato,Vegetables,19.33,8,2025-05-20,154.64
Yogurt,Dairy,24.77,4,2024-10-05,99.08
Water,Beverages,30.33,9,2025-06-19,272.97
Cheese,Dairy,4.23,14,2025-01-15,59.22
Milk,Dairy,20.86,8,2024-08-07,166.88
Apple,Fruits,31.6,8,2025-06-22,252.8
Apple,Fruits,3.78,5,2025-02-05,18.9
Apple,Fruits,15.33,13,2024-10-29,199.29
Chips,Snacks,15.49,11,2024-11-21,170.39
Coffee,Beverages,46.7,10,2024-11-16,467.0
Granola Bar,Snacks,33.53,18,2025-04-17,603.54
Coffee,Beverages,40.67,10,2025-02-23,406.7
Apple,Fruits,12.76,20,2024-09-06,255.2
Milk,Dairy,48.91,12,2024-12-29,586.92
Yogurt,Dairy,46.48,1,2024-12-10,46.48
Grapes,Fruits,25.4,19,2024-09-17,482.6
Cream,Dairy,19.79,5,2024-12-16,98.95
Soda,Beverages,5.14,4,2024-10-08,20.56
Milk,Dairy,18.03,16,2024-08-28,288.48
Granola Bar,Snacks,17.32,10,2025-04-23,173.2
Nuts,Snacks,18.72,1,2025-02-01,18.72
Nuts,Snacks,46.34,15,2025-03-30,695.1
Yogurt,Dairy,31.33,10,2025-01-27,313.3
Coffee,Beverages,32.13,12,2024-12-21,385.56
Water,Beverages,21.09,4,2025-05-21,84.36
Milk,Dairy,48.91,1,2024-12-07,48.91
Water,Beverages,26.7,10,2025-01-28,267.0
Butter,Dairy,28.46,15,2024-10-06,426.9
Potato,Vegetables,18.48,6,2024-06-23,110.88
Cheese,Dairy,16.69,8,2025-04-30,133.52
Grapes,Fruits,40.78,18,2025-05-30,734.04
Coffee,Beverages,21.03,18,2025-04-08,378.54
Orange,Fruits,7.25,10,2024-09-16,72.5
Coffee,Beverages,26.82,16,2025-02-21,429.12
Tomato,Vegetables,36.2,6,2024-09-25,217.2
Soda,Beverages,11.52,15,2025-06-15,172.8
Coffee,Beverages,30.87,3,2025-03-22,92.61
Juice,Beverages,31.12,18,2024-07-15,560.16
Granola Bar,Snacks,23.23,8,2025-03-02,185.84
Juice,Beverages,48.07,11,2024-12-31,528.77
Chips,Snacks,39.41,15,2025-05-06,591.15
Coffee,Beverages,35.03,13,2025-02-23,455.39
Yogurt,Dairy,8.54,8,2025-04-27,68.32
Popcorn,Snacks,32.23,17,2024-12-13,547.91
Onion,Vegetables,18.32,7,2024-11-09,128.24
Grapes,Fruits,20.47,15,2025-03-05,307.05
Cookies,Snacks,21.46,20,2024-06-30,429.2
Tomato,Vegetables,11.44,4,2025-01-30,45.76
Carrot,Vegetables,30.45,5,2024-06-29,152.25
Soda,Beverages,18.91,5,2024-07-24,94.55
Potato,Vegetables,28.5,2,2024-11-10,57.0
Soda,Beverages,22.79,5,2024-12-22,113.95
Nuts,Snacks,17.16,13,2025-03-09,223.08
Yogurt,Dairy,21.03,8,2024-10-31,168.24
Mango,Fruits,41.69,19,2025-01-04,792.11
Popcorn,Snacks,42.35,10,2024-11-29,423.5
Cookies,Snacks,42.3,3,2025-05-27,126.9
Cream,Dairy,42.22,19,2024-10-10,802.18
Soda,Beverages,16.42,3,2024-08-03,49.26
Nuts,Snacks,4.23,17,2025-06-11,71.91
Coffee,Beverages,42.04,20,2024-10-04,840.8
Water,Beverages,16.88,7,2025-05-20,118.16
Apple,Fruits,37.14,13,2024-10-01,482.82
Tomato,Vegetables,7.82,17,2025-04-08,132.94
Grapes,Fruits,39.63,4,2025-03-07,158.52
Carrot,Vegetables,28.78,6,2025-05-25,172.68
Granola Bar,Snacks,48.41,18,2025-04-03,871.38
Cookies,Snacks,40.71,8,2024-09-02,325.68
Banana,Fruits,42.71,11,2024-10-04,469.81
Mango,Fruits,13.49,14,2024-09-13,188.86
Water,Beverages,5.48,19,2025-03-19,104.12
Cheese,Dairy,41.72,17,2024-08-27,709.24
Carrot,Vegetables,49.51,13,2024-09-28,643.63
Orange,Fruits,18.58,4,2025-01-17,74.32
Cream,Dairy,49.1,16,2024-10-14,785.6
Apple,Fruits,45.3,4,2024-08-06,181.2
Yogurt,Dairy,39.02,15,2025-03-10,585.3
Potato,Vegetables,42.97,19,2024-12-07,816.43
Granola Bar,Snacks,30.58,5,2024-09-05,152.9
Juice,Beverages,46.22,5,2025-04-25,231.1
Nuts,Snacks,23.42,6,2024-12-01,140.52
Tomato,Vegetables,25.32,16,2024-12-16,405.12
Cheese,Dairy,2.03,7,2025-06-12,14.21
Soda,Beverages,48.54,10,2025-02-25,485.4
Nuts,Snacks,33.22,20,2024-11-26,664.4
Apple,Fruits,1.08,11,2024-07-10,11.88
Milk,Dairy,7.8,13,2025-06-09,101.4
Onion,Vegetables,49.4,6,2024-08-16,296.4
Apple,Fruits,33.58,7,2024-08-30,235.06
Granola Bar,Snacks,8.85,20,2024-09-16,177.0
Milk,Dairy,41.45,8,2024-11-23,331.6
Nuts,Snacks,32.51,7,2024-06-22,227.57
Chips,Snacks,42.42,4,2024-12-20,169.68
Cream,Dairy,27.03,11,2024-12-03,297.33
Potato,Vegetables,31.56,11,2025-03-12,347.16
Mango,Fruits,9.88,19,2024-06-23,187.72
Cookies,Snacks,6.42,1,2025-01-25,6.42
Tomato,Vegetables,43.37,1,2025-02-20,43.37
Milk,Dairy,10.72,20,2025-01-01,214.4
Cookies,Snacks,17.58,13,2024-07-26,228.54
Cream,Dairy,29.44,9,2024-07-14,264.96
Tomato,Vegetables,34.95,10,2024-11-28,349.5
Cheese,Dairy,1.26,17,2024-08-21,21.42
Water,Beverages,14.5,14,2025-03-09,203.0
Orange,Fruits,41.99,9,2024-09-01,377.91
Yogurt,Dairy,23.96,13,2024-12-13,311.48
Spinach,Vegetables,34.33,15,2024-12-04,514.95
Cheese,Dairy,49.41,4,2025-03-03,197.64
Granola Bar,Snacks,25.43,14,2025-03-02,356.02
Juice,Beverages,42.68,18,2024-07-20,768.24
Orange,Fruits,30.98,3,2024-08-14,92.94
Butter,Dairy,10.54,6,2025-03-25,63.24
Water,Beverages,32.33,5,2024-08-05,161.65
Grapes,Fruits,8.83,1,2024-10-07,8.83
Orange,Fruits,35.12,12,2024-12-06,421.44
Yogurt,Dairy,26.62,18,2024-08-07,479.16
Cheese,Dairy,44.55,2,2025-03-18,89.1
Tomato,Vegetables,42.13,17,2024-11-27,716.21
Spinach,Vegetables,30.12,12,2025-06-12,361.44
Tea,Beverages,14.09,19,2025-02-25,267.71
Juice,Beverages,40.46,20,2025-03-06,809.2
Soda,Beverages,26.01,12,2024-11-20,312.12
Popcorn,Snacks,9.99,16,2025-01-29,159.84
Cream,Dairy,49.45,1,2024-12-06,49.45
Cheese,Dairy,35.82,3,2025-04-07,107.46
Potato,Vegetables,25.5,10,2025-03-23,255.0
Cheese,Dairy,12.86,4,2024-12-22,51.44
Apple,Fruits,27.87,11,2025-02-04,306.57
Nuts,Snacks,15.67,15,2025-02-26,235.05
Apple,Fruits,22.76,16,2025-06-19,364.16
Coffee,Beverages,42.2,16,2024-12-27,675.2
Coffee,Beverages,49.39,12,2024-10-29,592.68
Apple,Fruits,13.54,11,2024-11-11,148.94
Juice,Beverages,49.91,13,2024-09-11,648.83
Butter,Dairy,13.12,4,2025-06-19,52.48
Soda,Beverages,7.69,20,2025-01-14,153.8
Nuts,Snacks,26.72,6,2025-04-11,160.32
Chips,Snacks,44.03,14,2024-11-22,616.42
Mango,Fruits,44.07,4,2024-07-07,176.28
Mango,Fruits,30.86,1,2025-05-23,30.86
Butter,Dairy,6.39,18,2024-11-25,115.02
Banana,Fruits,26.23,4,2024-09-18,104.92
Granola Bar,Snacks,7.53,18,2024-08-22,135.54
Juice,Beverages,11.95,20,2024-12-02,239.0
Tomato,Vegetables,23.23,6,2024-09-02,139.38
Onion,Vegetables,11.19,16,2025-02-27,179.04
Milk,Dairy,43.08,5,2024-11-10,215.4
Coffee,Beverages,21.49,3,2025-01-14,64.47
Popcorn,Snacks,8.97,1,2024-10-14,8.97
Orange,Fruits,11.99,13,2024-08-30,155.87
Butter,Dairy,9.6,2,2025-06-04,19.2
Spinach,Vegetables,35.36,4,2024-07-03,141.44
Butter,Dairy,23.69,4,2024-09-07,94.76
Onion,Vegetables,45.34,2,2025-04-23,90.68
Tea,Beverages,23.52,5,2024-11-27,117.6
Juice,Beverages,15.99,16,2025-03-14,255.84
Milk,Dairy,16.15,20,2024-08-15,323.0
Spinach,Vegetables,2.72,20,2025-04-04,54.4
Cookies,Snacks,48.43,12,2024-12-07,581.16
Tea,Beverages,26.18,13,2024-09-02,340.34
Orange,Fruits,47.94,6,2025-04-22,287.64
Tea,Beverages,25.52,6,2025-06-07,153.12
Banana,Fruits,16.76,9,2024-09-19,150.84
Nuts,Snacks,37.08,6,2025-03-22,222.48
Chips,Snacks,8.09,13,2024-11-18,105.17
Granola Bar,Snacks,32.82,19,2024-12-11,623.58
Nuts,Snacks,24.4,3,2025-06-19,73.2
Tomato,Vegetables,40.08,18,2025-02-24,721.44
Spinach,Vegetables,12.88,16,2024-07-30,206.08
Orange,Fruits,20.12,8,2024-07-18,160.96
Nuts,Snacks,30.82,19,2024-07-02,585.58
Cookies,Snacks,42.71,6,2024-09-06,256.26
Coffee,Beverages,10.42,20,2024-08-02,208.4
Mango,Fruits,4.24,16,2024-09-19,67.84
Juice,Beverages,5.4,17,2025-02-13,91.8
Chips,Snacks,5.24,6,2025-05-15,31.44
Yogurt,Dairy,1.55,16,2025-03-23,24.8
Cream,Dairy,37.6,19,2025-03-23,714.4
Tea,Beverages,44.47,10,2024-10-11,444.7
Tomato,Vegetables,33.18,7,2025-05-29,232.26
Water,Beverages,39.71,14,2025-06-03,555.94
Apple,Fruits,8.75,4,2025-01-10,35.0
Onion,Vegetables,18.31,20,2025-02-01,366.2
Granola Bar,Snacks,48.54,15,2025-01-31,728.1
Orange,Fruits,3.32,6,2024-09-10,19.92
Water,Beverages,22.55,3,2024-10-15,67.65
Banana,Fruits,45.72,15,2025-04-17,685.8
Chips,Snacks,22.61,6,2025-06-20,135.66
Soda,Beverages,40.15,20,2025-03-29,803.0
Juice,Beverages,26.16,20,2024-11-13,523.2
Spinach,Vegetables,44.0,6,2025-03-02,264.0
Coffee,Beverages,5.5,5,2024-06-23,27.5
Mango,Fruits,30.84,11,2025-03-01,339.24
Spinach,Vegetables,18.69,18,2025-05-18,336.42
Mango,Fruits,23.98,18,2024-06-24,431.64
Onion,Vegetables,1.42,5,2024-10-23,7.1
Potato,Vegetables,27.56,12,2025-01-12,330.72
Soda,Beverages,19.82,4,2024-12-19,79.28
Nuts,Snacks,16.55,16,2024-07-03,264.8
Butter,Dairy,45.19,18,2024-11-16,813.42
Potato,Vegetables,9.86,4,2025-03-08,39.44
Grapes,Fruits,44.34,6,2024-07-29,266.04
Grapes,Fruits,7.38,12,2024-07-11,88.56
Tomato,Vegetables,12.53,13,2024-09-06,162.89
Onion,Vegetables,27.5,4,2025-01-22,110.0
Tomato,Vegetables,35.29,5,2025-02-16,176.45
Chips,Snacks,8.4,16,2024-09-03,134.4
Grapes,Fruits,43.27,12,2024-08-19,519.24
Mango,Fruits,18.24,9,2025-03-08,164.16
Chips,Snacks,11.03,1,2024-06-28,11.03
Coffee,Beverages,31.12,11,2025-01-27,342.32
Soda,Beverages,12.31,9,2025-01-21,110.79
Potato,Vegetables,30.72,7,2025-04-13,215.04
Grapes,Fruits,29.31,8,2024-09-07,234.48
Banana,Fruits,43.54,4,2025-01-18,174.16
Orange,Fruits,3.96,15,2025-04-12,59.4
Grapes,Fruits,8.11,11,2024-09-28,89.21
Apple,Fruits,49.83,4,2025-03-12,199.32
Yogurt,Dairy,39.5,12,2024-09-16,474.0
Spinach,Vegetables,41.97,17,2024-12-21,713.49
Tomato,Vegetables,28.15,6,2024-08-12,168.9
Granola Bar,Snacks,34.65,20,2025-03-09,693.0
Butter,Dairy,23.29,2,2025-02-05,46.58
Yogurt,Dairy,36.16,9,2025-05-01,325.44
Soda,Beverages,6.43,18,2025-01-12,115.74
Banana,Fruits,49.84,14,2025-06-07,697.76
Coffee,Beverages,26.4,10,2024-07-08,264.0
Nuts,Snacks,20.88,16,2024-12-18,334.08
Cookies,Snacks,15.8,4,2024-08-22,63.2
Tea,Beverages,30.46,14,2024-11-21,426.44
Coffee,Beverages,46.71,5,2024-12-25,233.55
Onion,Vegetables,32.1,3,2024-12-10,96.3
Butter,Dairy,32.17,13,2025-06-12,418.21
Nuts,Snacks,8.61,8,2024-12-18,68.88
Water,Beverages,47.16,10,2024-11-26,471.6
Butter,Dairy,10.93,7,2024-12-02,76.51
Mango,Fruits,10.67,6,2025-01-10,64.02
Yogurt,Dairy,36.85,5,2025-01-25,184.25
Spinach,Vegetables,9.59,9,2024-11-28,86.31
Butter,Dairy,5.27,7,2025-02-22,36.89
Water,Beverages,18.75,1,2024-09-05,18.75
Granola Bar,Snacks,15.38,13,2025-05-12,199.94
Cheese,Dairy,22.88,20,2024-12-26,457.6
Cream,Dairy,38.5,15,2024-08-02,577.5
Apple,Fruits,15.32,1,2025-06-16,15.32
Orange,Fruits,24.25,18,2024-07-04,436.5
Yogurt,Dairy,10.06,15,2024-06-29,150.9
Cookies,Snacks,44.24,10,2025-02-22,442.4
Potato,Vegetables,31.84,9,2025-03-13,286.56
Grapes,Fruits,12.66,15,2024-07-26,189.9
Coffee,Beverages,13.27,15,2025-02-15,199.05
Onion,Vegetables,4.64,12,2025-02-13,55.68
Tea,Beverages,12.44,20,2024-12-02,248.8
Tea,Beverages,47.85,15,2025-01-17,717.75
Cookies,Snacks,35.4,6,2024-12-15,212.4
Soda,Beverages,44.24,19,2024-06-29,840.56
Banana,Fruits,39.28,6,2024-09-19,235.68
Popcorn,Snacks,36.38,4,2024-12-22,145.52
Spinach,Vegetables,8.24,13,2024-06-25,107.12
Onion,Vegetables,10.92,5,2025-04-18,54.6
Coffee,Beverages,22.5,13,2024-11-15,292.5
Granola Bar,Snacks,47.29,8,2024-09-15,378.32
Cheese,Dairy,13.94,19,2024-11-03,264.86
Banana,Fruits,6.83,12,2025-02-04,81.96
Cream,Dairy,46.94,9,2024-09-22,422.46
Juice,Beverages,49.55,19,2025-04-01,941.45
Granola Bar,Snacks,16.52,9,2024-09-07,148.68
Orange,Fruits,23.22,16,2024-08-23,371.52
Banana,Fruits,26.62,1,2024-10-30,26.62
Cheese,Dairy,23.15,1,2025-01-23,23.15
Chips,Snacks,5.22,18,2025-04-26,93.96
Apple,Fruits,45.73,16,2024-12-12,731.68
Coffee,Beverages,3.63,2,2025-03-01,7.26
Water,Beverages,12.43,16,2024-11-09,198.88
Milk,Dairy,49.36,1,2025-03-17,49.36
Soda,Beverages,19.4,4,2024-07-09,77.6
Chips,Snacks,11.72,11,2024-10-15,128.92
Spinach,Vegetables,28.13,12,2025-04-25,337.56
Juice,Beverages,41.69,7,2024-10-10,291.83
Apple,Fruits,20.54,10,2024-08-25,205.4
Chips,Snacks,15.47,2,2024-08-23,30.94
Popcorn,Snacks,45.39,6,2024-12-10,272.34
Juice,Beverages,43.88,2,2024-09-26,87.76
Carrot,Vegetables,24.05,1,2025-05-01,24.05
Juice,Beverages,26.96,14,2024-12-14,377.44
Yogurt,Dairy,13.75,14,2024-09-11,192.5
Yogurt,Dairy,26.5,4,2025-06-07,106.0
Popcorn,Snacks,23.63,11,2025-01-22,259.93
Cream,Dairy,36.73,15,2024-10-21,550.95
Banana,Fruits,40.02,2,2024-08-12,80.04
Cheese,Dairy,30.97,16,2024-08-10,495.52
Apple,Fruits,15.85,18,2025-05-15,285.3
Soda,Beverages,13.46,6,2025-02-01,80.76
Coffee,Beverages,46.69,2,2025-01-05,93.38
Coffee,Beverages,44.08,20,2025-03-09,881.6
Soda,Beverages,22.64,17,2025-05-24,384.88
Spinach,Vegetables,27.38,6,2024-12-16,164.28
Soda,Beverages,20.22,19,2024-08-09,384.18
Yogurt,Dairy,31.4,16,2025-04-14,502.4
Cookies,Snacks,45.09,12,2024-12-02,541.08
Nuts,Snacks,1.92,4,2025-05-22,7.68
Granola Bar,Snacks,11.07,8,2025-02-26,88.56
Banana,Fruits,5.91,18,2025-05-21,106.38
Popcorn,Snacks,27.12,19,2024-11-09,515.28
Granola Bar,Snacks,48.3,3,2024-06-25,144.9
Juice,Beverages,4.49,13,2024-11-10,58.37
Grapes,Fruits,15.7,3,2025-05-16,47.1
Chips,Snacks,4.12,5,2024-11-15,20.6
Water,Beverages,8.19,2,2024-07-01,16.38
Water,Beverages,39.36,10,2025-02-08,393.6
Potato,Vegetables,30.24,2,2025-05-11,60.48
Banana,Fruits,39.78,15,2025-01-17,596.7
Orange,Fruits,7.57,4,2024-11-24,30.28
Cheese,Dairy,47.47,16,2024-08-23,759.52
Onion,Vegetables,26.86,14,2025-01-31,376.04
Soda,Beverages,13.14,18,2025-04-12,236.52
Grapes,Fruits,21.97,19,2024-12-18,417.43
Granola Bar,Snacks,41.75,1,2025-05-30,41.75
Orange,Fruits,33.72,17,2025-04-23,573.24
Orange,Fruits,12.62,18,2025-05-08,227.16
Popcorn,Snacks,27.25,6,2025-06-07,163.5
Nuts,Snacks,44.12,1,2025-04-17,44.12
Tomato,Vegetables,19.35,12,2024-08-10,232.2
Granola Bar,Snacks,35.71,17,2024-09-28,607.07
Butter,Dairy,30.99,9,2024-10-18,278.91
Apple,Fruits,33.35,16,2025-05-16,533.6
Yogurt,Dairy,23.78,9,2025-03-30,214.02
Carrot,Vegetables,2.68,8,2024-11-07,21.44
Yogurt,Dairy,12.2,10,2024-08-09,122.0
Cookies,Snacks,1.84,20,2025-04-18,36.8
Nuts,Snacks,2.89,5,2025-05-09,14.45
Soda,Beverages,20.1,18,2024-09-03,361.8
Grapes,Fruits,38.8,5,2024-10-14,194.0
Mango,Fruits,11.52,6,2024-10-31,69.12
Nuts,Snacks,22.73,20,2025-01-08,454.6
Tomato,Vegetables,35.74,7,2024-07-25,250.18
Milk,Dairy,17.18,1,2024-11-06,17.18
Potato,Vegetables,16.24,14,2024-11-21,227.36
Tomato,Vegetables,45.28,9,2025-05-18,407.52
Apple,Fruits,28.19,17,2025-03-01,479.23
Yogurt,Dairy,35.49,19,2024-09-19,674.31
Juice,Beverages,40.94,17,2025-02-02,695.98
Milk,Dairy,17.98,4,2024-10-18,71.92
Mango,Fruits,12.76,15,2024-09-04,191.4
Nuts,Snacks,18.06,13,2025-02-10,234.78
Grapes,Fruits,41.92,18,2024-09-01,754.56
Cheese,Dairy,44.3,9,2025-05-27,398.7
Potato,Vegetables,4.33,8,2025-01-21,34.64
Soda,Beverages,10.51,10,2024-12-21,105.1
Soda,Beverages,1.29,17,2024-08-21,21.93
Juice,Beverages,41.4,6,2024-10-08,248.4
Grapes,Fruits,34.36,7,2024-10-19,240.52
Coffee,Beverages,2.97,8,2025-06-04,23.76
Water,Beverages,11.89,12,2024-06-28,142.68
Chips,Snacks,5.32,5,2024-08-13,26.6
Mango,Fruits,25.48,20,2025-04-26,509.6
Granola Bar,Snacks,40.13,15,2025-02-10,601.95
Chips,Snacks,35.94,20,2025-05-01,718.8
Potato,Vegetables,18.08,5,2024-10-08,90.4
Cheese,Dairy,31.82,18,2025-02-22,572.76
Cookies,Snacks,47.64,11,2024-08-19,524.04
Banana,Fruits,25.81,18,2025-06-20,464.58
Banana,Fruits,15.75,7,2025-05-28,110.25
Coffee,Beverages,37.92,18,2024-11-17,682.56
Onion,Vegetables,33.39,19,2024-12-24,634.41
Butter,Dairy,40.3,10,2024-08-26,403.0
Banana,Fruits,31.78,13,2024-11-10,413.14
Cookies,Snacks,34.7,12,2024-12-23,416.4
Yogurt,Dairy,17.59,6,2024-11-01,105.54
Cookies,Snacks,29.56,13,2024-08-28,384.28
Tomato,Vegetables,42.7,7,2025-06-18,298.9
Orange,Fruits,10.7,3,2025-01-31,32.1
Water,Beverages,35.84,6,2025-03-19,215.04
Onion,Vegetables,23.6,16,2024-11-09,377.6
Popcorn,Snacks,34.67,8,2024-10-16,277.36
Cheese,Dairy,20.9,14,2024-08-03,292.6
Milk,Dairy,21.7,11,2025-03-28,238.7
Apple,Fruits,38.58,12,2025-03-08,462.96
Coffee,Beverages,14.26,7,2024-06-26,99.82
Onion,Vegetables,32.47,10,2024-10-27,324.7
Orange,Fruits,40.97,10,2025-03-12,409.7
Tea,Beverages,15.54,11,2025-06-03,170.94
Milk,Dairy,21.53,18,2024-08-23,387.54
Banana,Fruits,34.04,19,2024-09-25,646.76
Tomato,Vegetables,15.14,15,2024-06-28,227.1
Onion,Vegetables,35.27,18,2025-04-14,634.86
Yogurt,Dairy,41.49,11,2025-04-13,456.39
Cookies,Snacks,4.01,16,2025-01-12,64.16
Potato,Vegetables,39.9,2,2025-05-15,79.8
Potato,Vegetables,23.68,3,2025-05-23,71.04
Coffee,Beverages,20.93,11,2025-05-03,230.23
Grapes,Fruits,14.11,10,2025-05-07,141.1
Popcorn,Snacks,23.14,5,2025-05-08,115.7
Coffee,Beverages,39.97,7,2024-08-19,279.79
Cream,Dairy,3.27,19,2025-03-21,62.13
Nuts,Snacks,48.67,17,2025-04-26,827.39
Tea,Beverages,16.99,5,2025-01-19,84.95
Carrot,Vegetables,35.95,6,2025-05-30,215.7
Spinach,Vegetables,34.86,8,2025-01-08,278.88
Cheese,Dairy,6.72,15,2024-11-16,100.8
Nuts,Snacks,4.8,12,2025-01-21,57.6
Nuts,Snacks,14.74,10,2024-11-06,147.4
Soda,Beverages,15.83,9,2024-10-24,142.47
Grapes,Fruits,23.34,7,2025-04-06,163.38
Chips,Snacks,47.28,17,2025-01-17,803.76
Chips,Snacks,10.41,9,2025-02-11,93.69
Grapes,Fruits,15.76,4,2024-09-10,63.04
Banana,Fruits,2.53,15,2025-06-02,37.95
Cream,Dairy,20.52,11,2025-05-04,225.72
Orange,Fruits,17.41,7,2025-04-22,121.87
Juice,Beverages,18.18,5,2025-05-20,90.9
Tomato,Vegetables,16.68,10,2024-09-04,166.8
Onion,Vegetables,3.9,2,2024-12-07,7.8
Potato,Vegetables,16.06,5,2024-09-13,80.3
Potato,Vegetables,11.91,8,2024-07-25,95.28
Water,Beverages,25.37,14,2024-09-10,355.18
Mango,Fruits,26.41,12,2024-12-05,316.92
Mango,Fruits,48.51,1,2025-04-12,48.51
Cream,Dairy,13.71,14,2025-03-14,191.94
Tea,Beverages,39.16,11,2025-03-13,430.76
Granola Bar,Snacks,43.85,4,2024-10-05,175.4
Yogurt,Dairy,19.28,7,2025-03-26,134.96
Potato,Vegetables,42.19,20,2025-03-01,843.8
Potato,Vegetables,18.27,3,2024-11-18,54.81
Cream,Dairy,8.57,1,2024-12-08,8.57
Nuts,Snacks,24.07,13,2024-11-29,312.91
Tea,Beverages,15.82,16,2024-09-13,253.12
Popcorn,Snacks,25.26,3,2025-03-29,75.78
Butter,Dairy,30.45,20,2024-06-28,609.0
Soda,Beverages,44.55,5,2025-01-05,222.75
Granola Bar,Snacks,11.25,2,2024-08-22,22.5
Nuts,Snacks,7.24,8,2024-09-12,57.92
Onion,Vegetables,17.65,19,2025-05-26,335.35
Butter,Dairy,4.67,18,2025-04-27,84.06
Granola Bar,Snacks,1.17,8,2024-12-04,9.36
Onion,Vegetables,32.19,12,2024-11-12,386.28
Mango,Fruits,13.47,3,2025-04-10,40.41
Yogurt,Dairy,37.64,13,2024-10-25,489.32
Popcorn,Snacks,39.03,14,2025-03-01,546.42
Yogurt,Dairy,34.13,11,2024-06-23,375.43
Orange,Fruits,22.89,5,2024-11-06,114.45
Onion,Vegetables,19.16,13,2025-04-13,249.08
Water,Beverages,42.06,18,2024-07-24,757.08
Popcorn,Snacks,3.11,1,2024-09-12,3.11
Banana,Fruits,44.73,10,2025-02-26,447.3
Onion,Vegetables,18.4,7,2024-07-22,128.8
Coffee,Beverages,5.72,15,2024-09-13,85.8
Nuts,Snacks,3.07,14,2024-09-19,42.98
Butter,Dairy,24.01,11,2025-05-08,264.11
Milk,Dairy,2.95,1,2024-12-19,2.95
Potato,Vegetables,43.19,17,2025-05-28,734.23
Onion,Vegetables,40.14,7,2024-10-10,280.98
Juice,Beverages,2.65,14,2025-02-26,37.1
Spinach,Vegetables,21.93,19,2024-12-02,416.67
Potato,Vegetables,14.42,4,2024-07-27,57.68
Nuts,Snacks,22.62,19,2025-04-08,429.78
Cheese,Dairy,31.45,10,2024-12-12,314.5
Butter,Dairy,18.76,17,2024-10-03,318.92
Cheese,Dairy,11.86,17,2025-04-06,201.62
Water,Beverages,4.91,16,2025-03-04,78.56
Granola Bar,Snacks,41.5,15,2024-08-17,622.5
Chips,Snacks,31.47,3,2024-10-12,94.41
