Date,UPI ID,Amount,Type,Purpose
2025-06-25,swiggy@upi,5092.97,Debit,House Rent
2025-03-22,gpay@upi,14235.49,Debit,Subscription
2025-01-15,paytm@upi,734.39,Credit,Food Delivery
2025-05-30,phonepe@upi,4085.96,Credit,Food Delivery
2025-05-30,paytm@upi,9358.94,Credit,Subscription
2025-06-20,phonepe@upi,6422.05,Credit,House Rent
2025-04-01,rentcollection@upi,7651.5,Credit,Shopping
2025-01-25,gpay@upi,13485.52,Credit,Medical
2025-05-30,rentcollection@upi,3795.63,Debit,Medical
2024-12-27,rentcollection@upi,12510.72,Debit,Shopping
2025-01-28,gpay@upi,10952.75,Debit,House Rent
2025-06-25,paytm@upi,7014.7,Credit,House Rent
2025-01-23,rentcollection@upi,1096.6,Debit,Food Delivery
2025-04-07,amazon@upi,1903.93,Debit,Shopping
2025-05-10,amazon@upi,1794.68,Credit,Subscription
2025-06-12,phonepe@upi,13730.56,Debit,Shopping
2025-05-17,paytm@upi,10031.54,Debit,Reimbursement
2025-01-09,swiggy@upi,3708.11,Debit,House Rent
2025-05-15,amazon@upi,3910.74,Debit,Reimbursement
2025-03-30,phonepe@upi,6980.85,Credit,House Rent
2025-04-17,gpay@upi,12621.36,Debit,Medical
2025-03-25,swiggy@upi,6969.65,Credit,Reimbursement
2025-05-13,phonepe@upi,5636.06,Credit,House Rent
2025-02-14,rentcollection@upi,4711.3,Credit,Reimbursement
2025-06-08,gpay@upi,1928.86,Debit,Reimbursement
2025-01-18,gpay@upi,11367.88,Debit,Subscription
2025-01-22,rentcollection@upi,3759.06,Debit,House Rent
2025-05-29,paytm@upi,8670.71,Credit,Medical
2025-03-18,rentcollection@upi,5797.71,Debit,Medical
2025-04-02,amazon@upi,10737.24,Debit,House Rent
2025-02-01,paytm@upi,14971.48,Credit,House Rent
2025-01-09,rentcollection@upi,5013.96,Credit,Shopping
2025-03-16,gpay@upi,6118.39,Credit,Reimbursement
2025-02-10,swiggy@upi,7885.23,Credit,Shopping
2025-05-02,amazon@upi,3205.65,Debit,Reimbursement
2025-04-14,gpay@upi,4510.06,Credit,Medical
2025-02-28,amazon@upi,5334.67,Debit,Food Delivery
2025-05-31,amazon@upi,7487.1,Debit,Medical
2025-02-15,paytm@upi,13788.07,Debit,Reimbursement
2025-02-16,rentcollection@upi,2369.03,Debit,House Rent
2025-05-03,amazon@upi,5877.34,Credit,Subscription
2025-02-10,amazon@upi,7643.02,Credit,Medical
2025-06-13,paytm@upi,11317.87,Debit,Reimbursement
2025-06-20,amazon@upi,7999.07,Credit,Food Delivery
2025-01-16,paytm@upi,14208.66,Debit,House Rent
2025-05-26,gpay@upi,8377.38,Credit,Reimbursement
2025-06-23,phonepe@upi,2929.97,Credit,Shopping
2025-04-10,rentcollection@upi,6226.53,Credit,Reimbursement
2025-03-08,amazon@upi,702.94,Debit,Medical
2025-06-24,phonepe@upi,14518.35,Credit,House Rent
2025-05-25,phonepe@upi,11936.89,Debit,Reimbursement
2025-03-12,amazon@upi,2036.95,Credit,Shopping
2025-05-09,paytm@upi,771.2,Credit,Shopping
2025-04-20,swiggy@upi,7712.58,Debit,Food Delivery
2025-05-02,gpay@upi,3693.98,Credit,Reimbursement
2025-01-27,paytm@upi,6522.37,Credit,Medical
2025-05-14,amazon@upi,224.83,Credit,Shopping
2025-03-09,amazon@upi,7399.5,Credit,Shopping
2025-01-03,rentcollection@upi,6622.9,Credit,House Rent
2025-06-06,swiggy@upi,3563.43,Debit,House Rent
2025-01-08,phonepe@upi,8378.48,Credit,Shopping
2025-06-06,gpay@upi,13767.56,Debit,Reimbursement
2025-03-07,phonepe@upi,9917.99,Credit,House Rent
2024-12-30,gpay@upi,4382.86,Debit,Medical
2025-06-13,swiggy@upi,1310.98,Credit,Subscription
2025-02-22,amazon@upi,10550.03,Debit,Subscription
2025-03-10,phonepe@upi,673.81,Credit,Shopping
2025-05-07,gpay@upi,5641.45,Credit,Medical
2025-03-16,amazon@upi,5885.77,Credit,Subscription
2025-01-30,rentcollection@upi,11335.64,Debit,Medical
2025-05-03,swiggy@upi,14308.33,Debit,Shopping
2025-05-21,paytm@upi,3157.94,Debit,Subscription
2025-03-17,gpay@upi,8994.13,Credit,Reimbursement
2025-03-14,swiggy@upi,6764.78,Credit,Subscription
2025-02-12,gpay@upi,7823.08,Debit,House Rent
2025-02-26,amazon@upi,14903.81,Debit,Shopping
2025-03-03,phonepe@upi,10580.68,Debit,Food Delivery
2025-01-31,paytm@upi,10325.68,Credit,Subscription
2025-05-08,rentcollection@upi,14335.19,Credit,Food Delivery
2025-02-23,swiggy@upi,4963.12,Debit,House Rent
2025-01-25,phonepe@upi,13195.47,Debit,Subscription
2025-04-16,amazon@upi,14584.74,Credit,Reimbursement
2025-01-04,gpay@upi,6702.31,Credit,Food Delivery
2025-06-14,gpay@upi,2256.7,Debit,Shopping
2025-06-09,gpay@upi,4055.31,Credit,Food Delivery
2025-05-30,rentcollection@upi,11077.62,Debit,Shopping
2025-01-26,rentcollection@upi,2109.56,Credit,Medical
2025-01-23,amazon@upi,9147.32,Credit,Shopping
2025-06-24,rentcollection@upi,8548.38,Credit,Shopping
2025-05-06,gpay@upi,4026.3,Credit,Food Delivery
2024-12-27,paytm@upi,13680.03,Credit,Medical
2025-04-13,gpay@upi,4509.68,Credit,Medical
2025-04-30,gpay@upi,407.11,Debit,House Rent
2025-04-21,swiggy@upi,6938.33,Credit,Reimbursement
2025-05-04,amazon@upi,2009.11,Credit,Subscription
2025-01-16,swiggy@upi,3026.26,Debit,House Rent
2025-06-22,swiggy@upi,3580.58,Credit,Subscription
2025-01-22,gpay@upi,6853.38,Credit,House Rent
2025-03-11,paytm@upi,12767.54,Debit,Food Delivery
2025-01-24,rentcollection@upi,12716.21,Debit,Reimbursement
2025-03-08,swiggy@upi,3693.58,Debit,Medical
2025-05-23,phonepe@upi,2285.62,Debit,Shopping
2025-05-19,gpay@upi,12064.99,Debit,House Rent
2025-02-28,swiggy@upi,4467.39,Debit,House Rent
2025-01-30,gpay@upi,739.01,Credit,Shopping
2025-04-09,gpay@upi,13369.21,Credit,Reimbursement
2025-05-18,amazon@upi,851.34,Credit,Reimbursement
2025-05-25,paytm@upi,10234.7,Credit,Subscription
2024-12-29,phonepe@upi,10933.58,Credit,House Rent
2025-04-11,rentcollection@upi,8944.2,Credit,Subscription
2025-04-08,paytm@upi,3470.08,Credit,Shopping
2025-04-10,phonepe@upi,10587.37,Credit,Food Delivery
2025-05-11,gpay@upi,8759.71,Credit,Medical
2025-04-19,paytm@upi,14091.4,Debit,Food Delivery
2025-06-02,gpay@upi,2421.05,Debit,Medical
2025-03-07,paytm@upi,10677.38,Debit,Shopping
2025-06-23,gpay@upi,9321.96,Credit,Food Delivery
2025-06-06,rentcollection@upi,1042.52,Debit,Reimbursement
2025-06-01,rentcollection@upi,3330.15,Debit,Food Delivery
2025-04-05,gpay@upi,8717.03,Debit,House Rent
2025-05-10,rentcollection@upi,1411.14,Credit,Subscription
2025-05-20,amazon@upi,11245.01,Credit,Medical
2025-04-02,paytm@upi,3435.76,Credit,House Rent
2025-03-29,amazon@upi,12612.75,Credit,Food Delivery
2025-05-11,gpay@upi,5898.6,Credit,Shopping
2025-03-22,amazon@upi,1129.28,Credit,House Rent
2025-03-15,rentcollection@upi,2136.74,Credit,Shopping
2025-03-12,phonepe@upi,14722.05,Credit,House Rent
2025-03-27,gpay@upi,14730.58,Debit,Reimbursement
2025-06-09,amazon@upi,7880.27,Debit,Medical
2025-03-31,phonepe@upi,7918.7,Credit,Food Delivery
2025-03-29,rentcollection@upi,3301.79,Credit,Shopping
2025-04-18,phonepe@upi,1357.4,Credit,House Rent
2025-02-01,paytm@upi,8438.98,Credit,Medical
2025-06-18,gpay@upi,10289.27,Debit,Medical
2025-02-09,rentcollection@upi,11071.13,Credit,Food Delivery
2025-06-17,paytm@upi,663.64,Credit,Reimbursement
2025-04-15,gpay@upi,14893.64,Credit,House Rent
2025-05-17,swiggy@upi,120.87,Debit,Shopping
2025-04-01,paytm@upi,10820.87,Debit,Medical
2025-01-25,amazon@upi,13159.39,Debit,Medical
2025-02-08,swiggy@upi,1856.88,Credit,Subscription
2025-01-29,swiggy@upi,14387.57,Credit,Reimbursement
2025-02-16,paytm@upi,10459.85,Debit,Subscription
2025-02-09,swiggy@upi,8488.49,Debit,Subscription
2025-02-02,amazon@upi,8036.32,Debit,Medical
2025-04-22,phonepe@upi,8539.3,Debit,Reimbursement
2025-02-03,swiggy@upi,2316.14,Debit,Medical
2025-05-05,phonepe@upi,11161.8,Credit,Food Delivery
2025-01-29,amazon@upi,11874.31,Credit,House Rent
2025-05-29,paytm@upi,11042.24,Debit,Reimbursement
2025-04-11,amazon@upi,9227.78,Debit,Food Delivery
2025-02-17,amazon@upi,5119.38,Debit,Medical
2025-05-08,paytm@upi,2076.32,Credit,Shopping
2025-03-20,swiggy@upi,6475.27,Credit,Medical
2025-03-23,amazon@upi,3956.32,Credit,Food Delivery
2025-04-29,paytm@upi,557.54,Debit,Reimbursement
2025-01-05,rentcollection@upi,13535.45,Debit,Reimbursement
2025-06-08,gpay@upi,2447.8,Credit,Shopping
2025-01-15,swiggy@upi,1757.6,Debit,Shopping
2025-01-19,paytm@upi,6793.67,Debit,House Rent
2025-02-25,swiggy@upi,11952.53,Debit,Reimbursement
2025-02-26,amazon@upi,13555.67,Credit,Medical
2025-03-12,rentcollection@upi,13672.36,Credit,Medical
2025-04-07,rentcollection@upi,2177.77,Credit,Reimbursement
2025-01-28,paytm@upi,3772.97,Credit,House Rent
2025-04-13,rentcollection@upi,937.34,Credit,House Rent
2025-06-15,paytm@upi,729.92,Debit,House Rent
2025-03-14,paytm@upi,4158.23,Credit,Shopping
2025-04-18,amazon@upi,1439.71,Debit,Shopping
2025-06-14,gpay@upi,14466.94,Credit,House Rent
2025-06-06,phonepe@upi,10173.16,Debit,Medical
2025-04-22,swiggy@upi,9039.61,Credit,House Rent
2025-03-31,gpay@upi,1173.14,Debit,Shopping
2025-05-04,phonepe@upi,4782.49,Credit,Food Delivery
2025-04-15,gpay@upi,13409.4,Debit,House Rent
2025-01-08,gpay@upi,8917.31,Debit,Shopping
2025-06-01,phonepe@upi,9677.24,Credit,Reimbursement
2025-04-29,amazon@upi,6303.17,Debit,Medical
2025-06-24,swiggy@upi,4029.44,Credit,Reimbursement
2025-03-01,gpay@upi,7797.95,Debit,Reimbursement
2025-02-26,amazon@upi,10425.77,Debit,Shopping
2025-06-20,phonepe@upi,5360.6,Credit,Shopping
2025-01-28,phonepe@upi,9268.35,Debit,Subscription
2025-05-11,amazon@upi,6651.49,Debit,Food Delivery
2025-01-02,swiggy@upi,11765.89,Credit,House Rent
2025-03-11,gpay@upi,3545.17,Credit,Subscription
2025-05-15,swiggy@upi,3359.74,Debit,Reimbursement
2025-01-05,phonepe@upi,7556.95,Debit,Shopping
2025-04-24,paytm@upi,6769.07,Credit,Medical
2025-01-14,gpay@upi,14418.47,Credit,Shopping
2025-01-31,gpay@upi,12173.44,Debit,Subscription
2025-03-07,paytm@upi,13120.88,Credit,Medical
2025-06-02,rentcollection@upi,5056.49,Debit,House Rent
2025-05-28,rentcollection@upi,6391.32,Debit,House Rent
2025-03-18,phonepe@upi,5439.93,Credit,Food Delivery
2025-04-04,swiggy@upi,9781.81,Credit,House Rent
2025-05-31,gpay@upi,5319.36,Debit,House Rent
2025-01-23,rentcollection@upi,3867.06,Debit,Food Delivery
2025-04-30,gpay@upi,6736.66,Credit,Subscription
2025-04-14,gpay@upi,12279.35,Debit,House Rent
2025-05-12,amazon@upi,10714.58,Credit,Food Delivery
2025-06-03,paytm@upi,2205.1,Credit,Medical
2025-03-26,rentcollection@upi,7487.08,Credit,House Rent
2025-04-12,gpay@upi,4571.29,Credit,Food Delivery
2025-01-07,paytm@upi,11959.78,Debit,Medical
2025-06-20,phonepe@upi,9907.39,Debit,Medical
2025-03-17,rentcollection@upi,9482.43,Debit,Medical
2025-01-20,gpay@upi,5240.91,Credit,Reimbursement
2025-02-25,amazon@upi,11764.25,Credit,Shopping
2025-06-09,gpay@upi,13772.61,Debit,Shopping
2025-06-16,paytm@upi,13922.28,Credit,Reimbursement
2025-05-26,gpay@upi,1003.84,Debit,House Rent
2025-03-14,swiggy@upi,11814.84,Debit,Food Delivery
2025-04-29,phonepe@upi,13271.78,Credit,Shopping
2025-05-16,swiggy@upi,11785.82,Credit,Shopping
2024-12-30,amazon@upi,7563.71,Debit,Reimbursement
2025-04-23,amazon@upi,3827.89,Credit,Medical
2025-04-25,paytm@upi,12742.06,Debit,Medical
2025-03-27,swiggy@upi,5519.68,Debit,Medical
2025-03-19,paytm@upi,12622.5,Credit,Reimbursement
2025-01-07,amazon@upi,9698.32,Credit,Medical
2025-05-31,phonepe@upi,9904.07,Credit,Shopping
2025-05-27,phonepe@upi,9434.19,Debit,Subscription
2025-03-18,amazon@upi,1798.83,Debit,Medical
2025-01-30,phonepe@upi,14973.72,Credit,Food Delivery
2025-03-20,phonepe@upi,5244.79,Credit,House Rent
2025-02-09,gpay@upi,11122.02,Credit,House Rent
2025-01-05,phonepe@upi,1004.35,Debit,Food Delivery
2025-04-12,paytm@upi,9176.28,Debit,Shopping
2025-03-24,amazon@upi,438.17,Debit,Shopping
2025-02-02,paytm@upi,7938.18,Debit,Medical
2025-04-29,amazon@upi,9089.43,Credit,Food Delivery
2025-05-05,paytm@upi,10041.68,Debit,Food Delivery
2025-04-14,amazon@upi,12751.92,Debit,Medical
2025-02-13,amazon@upi,7559.92,Credit,Medical
2025-06-21,rentcollection@upi,7592.88,Debit,Subscription
2025-02-01,gpay@upi,5774.81,Debit,Subscription
2025-02-19,swiggy@upi,13865.24,Debit,Shopping
2025-03-21,phonepe@upi,11435.46,Credit,Food Delivery
2025-03-21,rentcollection@upi,13073.25,Credit,Shopping
2025-05-14,phonepe@upi,1406.45,Credit,Medical
2025-05-08,amazon@upi,12870.33,Credit,Shopping
2025-01-22,swiggy@upi,9219.19,Credit,House Rent
2025-03-21,rentcollection@upi,12238.67,Credit,House Rent
2025-06-18,swiggy@upi,14202.1,Credit,House Rent
2025-04-19,gpay@upi,4692.48,Credit,Medical
2025-01-10,swiggy@upi,2971.18,Credit,Subscription
2025-05-06,paytm@upi,8501.05,Credit,Food Delivery
2025-02-20,amazon@upi,14607.6,Credit,Subscription
2025-03-03,rentcollection@upi,4491.51,Credit,Food Delivery
2025-06-06,gpay@upi,8371.25,Debit,Food Delivery
2025-05-03,rentcollection@upi,130.36,Credit,Food Delivery
2025-01-12,paytm@upi,8979.5,Credit,Shopping
2025-03-19,phonepe@upi,5522.3,Credit,House Rent
2025-04-18,paytm@upi,1146.84,Debit,House Rent
2025-04-26,gpay@upi,4649.31,Debit,Subscription
2025-03-17,paytm@upi,4294.85,Credit,Medical
2025-04-12,amazon@upi,13912.73,Credit,Shopping
2025-06-22,phonepe@upi,5210.53,Debit,Medical
2025-02-24,swiggy@upi,12755.66,Debit,House Rent
2025-03-14,phonepe@upi,10585.61,Debit,Food Delivery
2025-01-09,amazon@upi,5091.57,Credit,Subscription
2025-03-18,gpay@upi,9093.35,Debit,Food Delivery
2025-05-13,phonepe@upi,9122.65,Debit,Reimbursement
2025-03-10,rentcollection@upi,3020.07,Debit,Food Delivery
2025-03-16,phonepe@upi,7773.49,Debit,Food Delivery
2025-04-25,paytm@upi,2698.26,Debit,Reimbursement
2024-12-31,rentcollection@upi,11362.98,Credit,Shopping
2025-05-25,rentcollection@upi,8320.01,Credit,Reimbursement
2025-02-08,swiggy@upi,5350.08,Debit,House Rent
2024-12-30,rentcollection@upi,6746.24,Debit,Shopping
2025-02-18,swiggy@upi,11277.31,Credit,Reimbursement
2025-04-12,phonepe@upi,8169.89,Credit,House Rent
2025-03-27,rentcollection@upi,14208.38,Debit,Food Delivery
2025-06-03,rentcollection@upi,9860.41,Debit,Medical
2024-12-25,swiggy@upi,5268.59,Debit,Medical
2025-02-12,rentcollection@upi,12632.76,Debit,Shopping
2025-05-04,rentcollection@upi,5361.12,Credit,Shopping
2025-03-05,gpay@upi,3235.23,Debit,Reimbursement
2025-05-02,paytm@upi,5984.1,Debit,Food Delivery
2025-03-23,amazon@upi,14787.77,Credit,Shopping
2025-03-27,amazon@upi,3992.39,Debit,Reimbursement
2025-03-04,phonepe@upi,5505.42,Credit,Reimbursement
2025-04-06,rentcollection@upi,13761.63,Debit,Subscription
2025-02-17,phonepe@upi,1464.9,Credit,House Rent
2025-05-03,gpay@upi,12927.87,Credit,Reimbursement
2025-05-01,amazon@upi,7794.44,Credit,Shopping
2025-02-02,swiggy@upi,14504.56,Debit,Subscription
2025-01-30,paytm@upi,14136.55,Credit,Food Delivery
2025-05-11,paytm@upi,5934.47,Credit,Food Delivery
2025-01-09,amazon@upi,14028.48,Debit,House Rent
2025-05-14,paytm@upi,8650.77,Credit,Subscription
2025-05-04,rentcollection@upi,864.33,Credit,Shopping
2025-05-05,rentcollection@upi,3531.22,Debit,House Rent
2025-01-14,amazon@upi,3049.18,Credit,Shopping
2025-01-31,amazon@upi,3022.55,Credit,House Rent
2025-04-14,paytm@upi,11990.22,Credit,Food Delivery
2025-05-24,amazon@upi,11504.95,Debit,Food Delivery
2025-01-17,phonepe@upi,3308.18,Credit,House Rent
2025-03-19,phonepe@upi,13849.61,Debit,Food Delivery
2025-05-11,rentcollection@upi,7216.89,Credit,Shopping
2025-02-08,paytm@upi,2843.4,Credit,Medical
2025-03-25,paytm@upi,10329.18,Debit,Medical
2025-05-05,paytm@upi,11675.59,Debit,Subscription
2025-03-19,rentcollection@upi,3191.36,Debit,Medical
2025-01-08,phonepe@upi,2759.26,Credit,Shopping
2025-06-04,paytm@upi,1826.11,Debit,Shopping
2025-04-25,swiggy@upi,14014.01,Debit,Subscription
2025-01-31,gpay@upi,686.46,Credit,Shopping
2025-01-13,gpay@upi,13827.23,Credit,Subscription
2025-06-06,paytm@upi,13135.99,Credit,House Rent
2025-03-12,paytm@upi,10083.84,Debit,Shopping
2025-04-01,paytm@upi,10080.19,Debit,Subscription
2025-03-03,paytm@upi,8716.38,Debit,Shopping
2025-02-19,swiggy@upi,537.26,Credit,Medical
2025-01-16,swiggy@upi,6328.54,Credit,Reimbursement
2025-03-02,gpay@upi,6584.43,Credit,Reimbursement
2025-01-07,gpay@upi,6363.27,Debit,Medical
2025-04-29,gpay@upi,982.75,Credit,Shopping
2025-01-15,rentcollection@upi,12027.59,Credit,Shopping
2025-02-27,rentcollection@upi,5245.08,Credit,Medical
2025-04-14,swiggy@upi,5349.56,Debit,Shopping
2025-06-15,amazon@upi,7901.59,Debit,House Rent
2025-01-09,rentcollection@upi,8663.1,Debit,Reimbursement
2025-02-14,paytm@upi,10934.18,Debit,Medical
2025-04-28,swiggy@upi,12431.97,Debit,Shopping
2025-05-12,rentcollection@upi,14827.49,Debit,Shopping
2024-12-25,gpay@upi,11834.37,Debit,Food Delivery
2025-03-02,gpay@upi,635.81,Credit,Reimbursement
2025-04-25,paytm@upi,10547.26,Credit,Shopping
2025-02-10,phonepe@upi,11364.77,Credit,Medical
2024-12-30,rentcollection@upi,13214.98,Credit,Subscription
2025-03-08,amazon@upi,8296.54,Debit,Shopping
2025-05-23,amazon@upi,3869.4,Credit,Food Delivery
2025-03-06,amazon@upi,12720.51,Debit,Medical
2025-01-11,phonepe@upi,14325.47,Credit,Subscription
2025-05-28,paytm@upi,5523.06,Credit,Medical
2025-01-23,swiggy@upi,5568.82,Credit,Medical
2025-05-16,paytm@upi,14643.27,Credit,Subscription
2025-01-22,paytm@upi,14024.05,Credit,Medical
2025-02-03,gpay@upi,10773.07,Credit,Food Delivery
2025-02-17,gpay@upi,14204.83,Debit,Medical
2025-06-07,phonepe@upi,10907.8,Debit,Reimbursement
2025-03-07,paytm@upi,10806.14,Debit,Medical
2025-05-08,phonepe@upi,11901.18,Debit,Reimbursement
2025-03-29,rentcollection@upi,5260.91,Debit,Food Delivery
2025-01-20,swiggy@upi,7664.89,Credit,House Rent
2024-12-26,rentcollection@upi,1852.35,Credit,Subscription
2025-04-06,gpay@upi,10020.07,Credit,Reimbursement
2025-01-24,phonepe@upi,1596.41,Debit,Subscription
2025-05-07,gpay@upi,13533.03,Credit,Reimbursement
2025-05-03,paytm@upi,11340.23,Debit,Reimbursement
2025-02-03,rentcollection@upi,12163.15,Debit,House Rent
2025-01-08,rentcollection@upi,2967.04,Debit,Subscription
2025-04-08,gpay@upi,9239.38,Credit,Reimbursement
2025-06-05,rentcollection@upi,11274.56,Debit,Medical
2025-01-14,rentcollection@upi,12473.97,Credit,House Rent
2025-06-23,amazon@upi,11170.54,Credit,Shopping
2025-06-16,amazon@upi,3530.13,Debit,House Rent
2025-04-23,rentcollection@upi,754.54,Credit,Shopping
2025-03-27,paytm@upi,8940.8,Debit,Subscription
2025-02-08,rentcollection@upi,14235.39,Debit,House Rent
2025-01-07,gpay@upi,14029.66,Debit,House Rent
2025-05-12,phonepe@upi,10153.48,Debit,Medical
2025-06-13,paytm@upi,10313.73,Debit,Medical
2025-02-14,rentcollection@upi,11770.32,Credit,Medical
2025-01-31,rentcollection@upi,11097.95,Credit,Shopping
2025-03-09,swiggy@upi,8416.4,Debit,Shopping
2025-04-17,swiggy@upi,1361.26,Credit,Subscription
2025-05-03,gpay@upi,12552.62,Debit,Subscription
2025-06-10,phonepe@upi,1770.84,Credit,Shopping
2025-04-27,phonepe@upi,2662.26,Credit,Shopping
2025-05-09,rentcollection@upi,9692.17,Debit,Subscription
2025-02-25,rentcollection@upi,3039.3,Debit,House Rent
2025-05-24,rentcollection@upi,587.13,Debit,Subscription
2025-01-30,rentcollection@upi,5190.39,Credit,Subscription
2025-05-30,rentcollection@upi,6213.1,Credit,House Rent
2025-06-23,paytm@upi,3674.7,Credit,Shopping
2025-01-13,swiggy@upi,2490.69,Credit,Medical
2025-03-20,paytm@upi,9620.35,Debit,Reimbursement
2025-01-08,rentcollection@upi,2056.24,Credit,Shopping
2025-01-07,paytm@upi,10332.54,Credit,House Rent
2025-04-15,paytm@upi,11294.29,Debit,Subscription
2025-06-24,rentcollection@upi,4813.4,Credit,Reimbursement
2025-05-13,paytm@upi,6828.81,Debit,Shopping
2025-03-18,amazon@upi,5762.28,Debit,Shopping
2025-06-21,swiggy@upi,3235.41,Credit,House Rent
2025-01-24,swiggy@upi,10935.24,Debit,Food Delivery
2025-03-19,rentcollection@upi,3452.82,Debit,Shopping
2025-04-27,amazon@upi,4431.21,Debit,Reimbursement
2025-02-10,phonepe@upi,1357.75,Credit,Food Delivery
2025-04-09,rentcollection@upi,493.6,Debit,House Rent
2025-05-27,gpay@upi,9646.92,Debit,Food Delivery
2025-03-22,gpay@upi,7828.45,Credit,Food Delivery
2025-03-08,gpay@upi,2432.22,Credit,Food Delivery
2025-01-19,rentcollection@upi,5809.75,Debit,Medical
2025-03-21,phonepe@upi,12119.02,Credit,House Rent
2025-02-16,phonepe@upi,1334.28,Debit,Food Delivery
2025-03-01,paytm@upi,2224.72,Credit,Shopping
2024-12-25,rentcollection@upi,5426.75,Debit,Reimbursement
2025-02-28,gpay@upi,8983.84,Credit,Food Delivery
2025-01-04,paytm@upi,14309.08,Debit,House Rent
2025-06-06,phonepe@upi,10939.23,Credit,Reimbursement
2025-06-08,swiggy@upi,1648.93,Credit,House Rent
2024-12-27,paytm@upi,12947.03,Debit,Shopping
2025-02-19,gpay@upi,2880.57,Debit,Subscription
2025-03-30,gpay@upi,8138.44,Credit,Medical
2025-06-10,gpay@upi,10083.94,Debit,Subscription
2025-01-01,phonepe@upi,13215.71,Credit,Shopping
2025-02-20,swiggy@upi,1625.58,Debit,Food Delivery
2025-06-02,gpay@upi,4171.01,Debit,Shopping
2025-06-01,rentcollection@upi,2042.13,Credit,Subscription
2025-01-03,gpay@upi,693.76,Credit,Shopping
2025-04-04,paytm@upi,3258.99,Credit,Reimbursement
2025-03-07,swiggy@upi,11702.98,Credit,Subscription
2025-04-11,amazon@upi,8862.27,Debit,House Rent
2025-03-04,rentcollection@upi,2609.64,Credit,Reimbursement
2025-01-15,phonepe@upi,8143.44,Debit,House Rent
2024-12-25,paytm@upi,12946.65,Credit,House Rent
2025-06-07,rentcollection@upi,6296.99,Debit,House Rent
2025-02-17,rentcollection@upi,1250.86,Credit,Reimbursement
2025-02-06,gpay@upi,2703.64,Credit,House Rent
2025-04-05,gpay@upi,2107.48,Debit,Reimbursement
2025-01-13,paytm@upi,7161.17,Debit,Reimbursement
2025-05-25,phonepe@upi,14630.87,Debit,Subscription
2025-01-23,gpay@upi,7435.04,Debit,Medical
2025-01-07,gpay@upi,11016.16,Credit,Shopping
2025-03-21,gpay@upi,6861.63,Credit,Medical
2025-04-23,rentcollection@upi,3154.72,Credit,Subscription
2025-03-03,amazon@upi,13363.16,Debit,Shopping
2025-05-04,swiggy@upi,9219.06,Debit,Food Delivery
2024-12-26,phonepe@upi,13616.6,Credit,Food Delivery
2025-03-04,swiggy@upi,14351.91,Debit,Food Delivery
2025-02-01,phonepe@upi,2684.67,Debit,House Rent
2025-01-23,paytm@upi,13974.75,Credit,Medical
2025-06-13,phonepe@upi,2172.32,Credit,Subscription
2025-03-27,gpay@upi,11581.33,Credit,House Rent
2025-06-06,swiggy@upi,14933.28,Credit,Food Delivery
2025-03-09,paytm@upi,9725.65,Credit,Food Delivery
2025-02-09,rentcollection@upi,714.32,Debit,House Rent
2025-04-10,swiggy@upi,9571.47,Credit,Subscription
2025-01-11,swiggy@upi,3248.96,Credit,Shopping
2025-06-01,phonepe@upi,9096.72,Debit,Shopping
2025-01-18,gpay@upi,2161.87,Debit,House Rent
2025-05-16,phonepe@upi,1912.21,Credit,Subscription
2025-04-28,paytm@upi,10672.11,Debit,Medical
2025-02-05,paytm@upi,11463.62,Debit,House Rent
2025-01-19,gpay@upi,4698.55,Credit,Shopping
2025-06-17,paytm@upi,5152.4,Credit,Food Delivery
2025-04-25,swiggy@upi,6739.76,Debit,Medical
2025-02-02,gpay@upi,9146.4,Debit,Subscription
2025-04-07,amazon@upi,2612.68,Debit,Medical
2025-04-23,paytm@upi,11838.63,Credit,Subscription
2025-04-12,swiggy@upi,987.33,Debit,Medical
2025-04-24,gpay@upi,9651.19,Credit,Subscription
2025-06-10,amazon@upi,5077.13,Debit,Reimbursement
2025-02-12,swiggy@upi,10018.68,Credit,Reimbursement
2025-04-27,rentcollection@upi,14232.19,Debit,Reimbursement
2024-12-30,gpay@upi,5813.66,Debit,Medical
2025-01-25,phonepe@upi,2455.67,Debit,Subscription
2025-05-05,swiggy@upi,11696.46,Debit,Shopping
2025-01-12,rentcollection@upi,4894.69,Credit,Shopping
2024-12-29,amazon@upi,2628.85,Credit,Medical
2025-05-29,amazon@upi,3178.8,Debit,Shopping
2025-02-03,swiggy@upi,846.19,Credit,Food Delivery
2025-04-16,phonepe@upi,360.09,Credit,House Rent
2025-02-02,phonepe@upi,11950.22,Credit,Shopping
2025-03-08,paytm@upi,6151.65,Credit,Medical
2025-05-24,gpay@upi,5087.85,Credit,Reimbursement
2025-06-11,gpay@upi,7850.05,Debit,House Rent
2025-01-11,rentcollection@upi,1111.11,Credit,Subscription
2025-04-28,amazon@upi,13524.41,Credit,Food Delivery
2025-02-26,amazon@upi,7973.6,Debit,Reimbursement
2025-01-16,paytm@upi,10438.99,Debit,Reimbursement
2025-05-31,gpay@upi,5338.52,Credit,Reimbursement
2025-01-31,gpay@upi,1038.84,Credit,Medical
2025-02-20,rentcollection@upi,1301.71,Debit,House Rent
2025-03-28,phonepe@upi,4269.22,Credit,Shopping
2025-02-25,paytm@upi,3060.67,Credit,Reimbursement
2025-01-08,amazon@upi,3466.95,Credit,House Rent
2025-02-15,paytm@upi,3275.47,Credit,Medical
