Date,Description,Debit (INR),Credit (INR),Balance
2025-03-25,UPI to Zomato,14741.69,,-31555907.08
2025-06-06,Salary Credited,,13252.86,-31542654.22
2024-12-27,Credit Card Payment,4180.97,,-31546835.19
2025-06-08,Electricity Bill,13766.63,,-31560601.82
2025-03-03,UPI to Zomato,1475.25,,-31562077.07
2025-05-18,Salary Credited,,7907.4,-31554169.67
2025-06-08,Medical Expense,7332.17,,-31561501.84
2025-05-09,Salary Credited,,6850.86,-31554650.98
2025-02-16,Electricity Bill,16070.16,,-31570721.14
2025-05-27,Insurance Premium,4082.2,,-31574803.34
2025-02-01,Fuel,4950.07,,-31579753.41
2025-03-17,Electricity Bill,8008.96,,-31587762.37
2025-03-22,Amazon Purchase,5430.99,,-31593193.36
2025-02-17,Amazon Purchase,15771.13,,-31608964.49
2025-06-12,Amazon Purchase,2661.31,,-31611625.8
2025-01-31,Amazon Purchase,14074.53,,-31625700.33
2025-02-15,Insurance Premium,2296.43,,-31627996.76
2025-03-25,Insurance Premium,4831.07,,-31632827.83
2025-03-21,Amazon Purchase,7476.89,,-31640304.72
2025-06-01,Fuel,13678.36,,-31653983.08
2025-06-24,SIP Investment,3855.96,,-31657839.04
2025-03-04,Flight Booking,5689.17,,-31663528.21
2025-02-26,Credit Card Payment,6617.44,,-31670145.65
2025-01-16,Medical Expense,6630.83,,-31676776.48
2025-02-28,Flight Booking,15228.66,,-31692005.14
2025-05-07,Credit Card Payment,13446.65,,-31705451.79
2025-01-24,Amazon Purchase,6254.63,,-31711706.42
2025-04-19,Amazon Purchase,10484.66,,-31722191.08
2025-02-03,Credit Card Payment,12902.94,,-31735094.02
2025-04-08,Insurance Premium,10801.86,,-31745895.88
2025-01-17,UPI to Zomato,9557.87,,-31755453.75
2025-01-30,Insurance Premium,10726.6,,-31766180.35
2024-12-27,SIP Investment,6536.64,,-31772716.99
2025-05-19,Fuel,2440.95,,-31775157.94
2025-05-30,Credit Card Payment,18569.42,,-31793727.36
2025-02-18,Insurance Premium,3137.5,,-31796864.86
2025-04-02,Insurance Premium,4070.37,,-31800935.23
2025-02-25,Medical Expense,4720.47,,-31805655.7
2025-06-07,Fuel,18267.64,,-31823923.34
2025-03-08,Flight Booking,9628.54,,-31833551.88
2025-04-08,Medical Expense,15189.11,,-31848740.99
2025-02-08,Salary Credited,,10454.74,-31838286.25
2025-03-26,Insurance Premium,14488.02,,-31852774.27
2025-04-08,Medical Expense,4825.11,,-31857599.38
2025-04-21,Medical Expense,11383.12,,-31868982.5
2025-06-18,SIP Investment,16562.89,,-31885545.39
2025-05-18,Flight Booking,19056.68,,-31904602.07
2025-03-18,SIP Investment,3349.02,,-31907951.09
2025-01-06,Electricity Bill,5948.15,,-31913899.24
2025-04-03,SIP Investment,14643.26,,-31928542.5
2025-04-09,Fuel,3298.71,,-31931841.21
2025-04-25,Insurance Premium,7509.49,,-31939350.7
2025-03-11,Credit Card Payment,6007.76,,-31945358.46
2025-03-24,Amazon Purchase,11031.48,,-31956389.94
2025-03-25,Medical Expense,16838.39,,-31973228.33
2025-02-03,Insurance Premium,10603.44,,-31983831.77
2025-01-26,SIP Investment,12647.73,,-31996479.5
2025-01-08,Credit Card Payment,16961.42,,-32013440.92
2025-06-02,UPI to Zomato,1177.26,,-32014618.18
2025-01-04,Credit Card Payment,4997.63,,-32019615.81
2025-01-05,Electricity Bill,11415.32,,-32031031.13
2025-06-13,Credit Card Payment,15499.53,,-32046530.66
2025-05-13,Credit Card Payment,17522.22,,-32064052.88
2025-02-19,Medical Expense,2150.69,,-32066203.57
2025-06-05,Credit Card Payment,5288.05,,-32071491.62
2025-06-15,Amazon Purchase,2508.61,,-32074000.23
2025-05-02,Flight Booking,8002.74,,-32082002.97
2025-05-15,Amazon Purchase,3084.79,,-32085087.76
2025-06-13,Flight Booking,10732.62,,-32095820.38
2025-04-24,Medical Expense,16013.65,,-32111834.03
2025-02-12,Medical Expense,19684.25,,-32131518.28
2025-01-25,Electricity Bill,16267.57,,-32147785.85
2025-03-16,Electricity Bill,11224.89,,-32159010.74
2025-02-22,Medical Expense,997.47,,-32160008.21
2025-01-03,Amazon Purchase,17226.8,,-32177235.01
2025-06-12,Fuel,2529.62,,-32179764.63
2025-03-18,Electricity Bill,9922.52,,-32189687.15
2025-02-04,Credit Card Payment,16339.73,,-32206026.88
2025-05-10,UPI to Zomato,6284.49,,-32212311.37
2025-03-25,Medical Expense,7409.63,,-32219721.0
2025-01-14,Insurance Premium,15898.56,,-32235619.56
2025-01-18,Salary Credited,,3690.36,-32231929.2
2025-01-22,Medical Expense,10797.66,,-32242726.86
2025-01-27,UPI to Zomato,13590.45,,-32256317.31
2025-05-23,Electricity Bill,8875.55,,-32265192.86
2025-01-12,SIP Investment,13635.02,,-32278827.88
2025-04-02,UPI to Zomato,4564.49,,-32283392.37
2025-06-17,Flight Booking,12803.8,,-32296196.17
2025-05-30,Fuel,8463.62,,-32304659.79
2025-03-21,Insurance Premium,19743.05,,-32324402.84
2025-01-11,Insurance Premium,683.25,,-32325086.09
2025-01-23,SIP Investment,2913.52,,-32327999.61
2025-03-22,Flight Booking,17154.7,,-32345154.31
2025-02-27,UPI to Zomato,9331.22,,-32354485.53
2025-01-31,Electricity Bill,14905.89,,-32369391.42
2025-02-03,Electricity Bill,12933.6,,-32382325.02
2025-04-16,Flight Booking,17586.37,,-32399911.39
2025-04-30,Credit Card Payment,18939.1,,-32418850.49
2025-06-17,Credit Card Payment,6897.65,,-32425748.14
2025-01-08,Insurance Premium,12730.12,,-32438478.26
2025-06-17,Credit Card Payment,3553.4,,-32442031.66
2025-03-17,Flight Booking,18432.05,,-32460463.71
2025-05-12,Electricity Bill,8252.48,,-32468716.19
2025-03-08,Credit Card Payment,8108.39,,-32476824.58
2025-04-03,Credit Card Payment,19389.09,,-32496213.67
2025-05-05,Credit Card Payment,9893.84,,-32506107.51
2025-06-23,SIP Investment,3128.09,,-32509235.6
2025-01-20,Flight Booking,15275.27,,-32524510.87
2025-05-25,Flight Booking,10912.79,,-32535423.66
2025-01-05,SIP Investment,1403.76,,-32536827.42
2025-02-21,Fuel,8435.21,,-32545262.63
2025-02-22,Insurance Premium,1401.27,,-32546663.9
2025-01-22,Medical Expense,10231.23,,-32556895.13
2025-02-26,Flight Booking,5638.42,,-32562533.55
2025-01-25,SIP Investment,4430.62,,-32566964.17
2025-04-18,UPI to Zomato,6120.03,,-32573084.2
2025-06-24,Medical Expense,8589.49,,-32581673.69
2025-04-06,Insurance Premium,14403.1,,-32596076.79
2025-02-17,Medical Expense,6529.17,,-32602605.96
2025-05-20,Flight Booking,14591.7,,-32617197.66
2025-06-12,Medical Expense,17733.64,,-32634931.3
2025-03-06,UPI to Zomato,17945.69,,-32652876.99
2025-05-01,Amazon Purchase,9303.94,,-32662180.93
2025-02-14,SIP Investment,19476.91,,-32681657.84
2025-06-09,Fuel,1852.46,,-32683510.3
2025-03-09,SIP Investment,17691.01,,-32701201.31
2025-06-22,Flight Booking,2239.82,,-32703441.13
2025-01-18,Fuel,7126.08,,-32710567.21
2025-06-24,Amazon Purchase,5108.57,,-32715675.78
2024-12-30,Credit Card Payment,9544.73,,-32725220.51
2025-01-12,Fuel,4843.74,,-32730064.25
2025-04-19,Insurance Premium,10393.13,,-32740457.38
2025-03-23,Insurance Premium,19359.28,,-32759816.66
2024-12-27,Flight Booking,5800.03,,-32765616.69
2025-01-12,Medical Expense,19788.26,,-32785404.95
2025-01-25,SIP Investment,1307.42,,-32786712.37
2025-02-16,Amazon Purchase,10402.04,,-32797114.41
2025-04-13,Insurance Premium,10000.35,,-32807114.76
2025-01-26,Medical Expense,1657.43,,-32808772.19
2025-02-26,Salary Credited,,11397.29,-32797374.9
2025-04-08,Fuel,10755.06,,-32808129.96
2025-06-24,Electricity Bill,5515.38,,-32813645.34
2025-06-06,UPI to Zomato,15752.61,,-32829397.95
2025-04-03,Salary Credited,,11455.15,-32817942.8
2025-03-11,Amazon Purchase,14245.96,,-32832188.76
2025-05-01,Credit Card Payment,2799.26,,-32834988.02
2025-02-21,Electricity Bill,9498.03,,-32844486.05
2025-03-25,Salary Credited,,6408.72,-32838077.33
2025-03-31,Amazon Purchase,4212.83,,-32842290.16
2025-06-11,Fuel,11715.27,,-32854005.43
2025-03-23,Fuel,19652.36,,-32873657.79
2025-06-13,Amazon Purchase,14073.96,,-32887731.75
2025-06-13,Credit Card Payment,8874.37,,-32896606.12
2025-02-04,Electricity Bill,2559.32,,-32899165.44
2025-02-21,SIP Investment,13600.13,,-32912765.57
2024-12-27,Insurance Premium,9678.25,,-32922443.82
2025-01-31,Electricity Bill,12959.89,,-32935403.71
2025-04-09,Flight Booking,18198.81,,-32953602.52
2025-02-12,Electricity Bill,1198.0,,-32954800.52
2025-03-21,SIP Investment,9115.28,,-32963915.8
2025-04-20,Flight Booking,18267.93,,-32982183.73
2025-05-18,Salary Credited,,15184.05,-32966999.68
2025-04-09,Electricity Bill,3482.43,,-32970482.11
2025-02-24,Flight Booking,18065.93,,-32988548.04
2025-03-05,Amazon Purchase,12963.32,,-33001511.36
2025-04-27,Amazon Purchase,2899.83,,-33004411.19
2025-01-12,Amazon Purchase,3066.63,,-33007477.82
2025-01-08,Credit Card Payment,2219.64,,-33009697.46
2025-02-20,Credit Card Payment,17640.1,,-33027337.56
2025-02-15,Amazon Purchase,3496.79,,-33030834.35
2025-02-12,Amazon Purchase,14745.71,,-33045580.06
2025-02-27,Fuel,1616.65,,-33047196.71
2025-06-15,Electricity Bill,7342.51,,-33054539.22
2025-01-24,Fuel,15531.16,,-33070070.38
2025-06-25,Amazon Purchase,19057.98,,-33089128.36
2025-06-02,SIP Investment,18455.99,,-33107584.35
2025-01-16,Electricity Bill,19008.13,,-33126592.48
2025-02-22,Fuel,18417.31,,-33145009.79
2025-04-24,Credit Card Payment,10175.8,,-33155185.59
2025-01-23,Electricity Bill,6747.24,,-33161932.83
2025-06-23,Credit Card Payment,3892.66,,-33165825.49
2025-05-06,Salary Credited,,15122.95,-33150702.54
2025-01-17,Amazon Purchase,14179.2,,-33164881.74
2025-04-18,Flight Booking,12040.57,,-33176922.31
2025-05-19,Credit Card Payment,16604.06,,-33193526.37
2025-01-30,Medical Expense,1212.63,,-33194739.0
2025-03-26,Salary Credited,,18139.7,-33176599.3
2025-04-05,Amazon Purchase,13804.03,,-33190403.33
2025-01-25,Flight Booking,17413.02,,-33207816.35
2025-06-20,Flight Booking,6414.91,,-33214231.26
2025-02-04,Insurance Premium,11811.57,,-33226042.83
2025-03-25,Amazon Purchase,12610.96,,-33238653.79
2025-01-23,Medical Expense,5369.28,,-33244023.07
2025-03-23,Credit Card Payment,8179.03,,-33252202.1
2025-04-13,Amazon Purchase,4742.32,,-33256944.42
2025-01-22,Credit Card Payment,2705.13,,-33259649.55
2025-04-21,Fuel,2503.27,,-33262152.82
2025-05-11,Electricity Bill,1636.41,,-33263789.23
2025-05-02,Insurance Premium,803.19,,-33264592.42
2024-12-28,Insurance Premium,8257.66,,-33272850.08
2025-05-08,Electricity Bill,17031.01,,-33289881.09
2025-01-19,SIP Investment,1992.53,,-33291873.62
2025-01-29,Medical Expense,4294.95,,-33296168.57
2025-04-29,Salary Credited,,2170.69,-33293997.88
2025-04-26,UPI to Zomato,11221.99,,-33305219.87
2025-01-19,Fuel,16929.3,,-33322149.17
2025-03-07,Medical Expense,8114.13,,-33330263.3
2024-12-30,SIP Investment,17595.74,,-33347859.04
2025-06-04,Fuel,617.18,,-33348476.22
2025-06-22,Fuel,15677.79,,-33364154.01
2025-03-26,SIP Investment,15811.31,,-33379965.32
2025-04-22,Medical Expense,14614.78,,-33394580.1
2025-01-01,Amazon Purchase,11133.13,,-33405713.23
2025-03-01,Flight Booking,12787.34,,-33418500.57
2025-06-19,Salary Credited,,15316.62,-33403183.95
2025-06-10,Flight Booking,16912.53,,-33420096.48
2025-03-16,UPI to Zomato,12593.48,,-33432689.96
2025-04-28,Amazon Purchase,4346.96,,-33437036.92
2025-01-27,Amazon Purchase,16444.23,,-33453481.15
2025-05-29,UPI to Zomato,7702.2,,-33461183.35
2025-01-24,UPI to Zomato,7870.68,,-33469054.03
2024-12-27,SIP Investment,17661.03,,-33486715.06
2025-03-08,Insurance Premium,14290.4,,-33501005.46
2024-12-31,Salary Credited,,7777.56,-33493227.9
2024-12-26,Medical Expense,10825.52,,-33504053.42
2025-02-01,UPI to Zomato,4963.18,,-33509016.6
2025-04-08,UPI to Zomato,16398.32,,-33525414.92
2025-02-06,Electricity Bill,6659.93,,-33532074.85
2025-02-27,UPI to Zomato,848.16,,-33532923.01
2025-04-21,UPI to Zomato,7712.94,,-33540635.95
2025-03-10,Medical Expense,18220.29,,-33558856.24
2025-04-20,Amazon Purchase,14812.03,,-33573668.27
2025-04-19,Amazon Purchase,15386.81,,-33589055.08
2024-12-26,Credit Card Payment,5521.06,,-33594576.14
2025-06-16,Credit Card Payment,3047.66,,-33597623.8
2025-06-15,Amazon Purchase,8192.53,,-33605816.33
2025-02-03,Electricity Bill,7334.05,,-33613150.38
2025-02-04,Credit Card Payment,4202.85,,-33617353.23
2025-01-08,UPI to Zomato,18636.35,,-33635989.58
2025-06-23,Amazon Purchase,4747.93,,-33640737.51
2025-06-22,Insurance Premium,7636.43,,-33648373.94
2025-02-24,Salary Credited,,10539.64,-33637834.3
2025-02-02,SIP Investment,7432.68,,-33645266.98
2025-06-23,Credit Card Payment,1177.74,,-33646444.72
2025-04-14,Fuel,12427.69,,-33658872.41
2025-02-10,Flight Booking,11071.19,,-33669943.6
2025-02-19,Flight Booking,1918.84,,-33671862.44
2025-04-20,Fuel,9667.23,,-33681529.67
2025-04-10,UPI to Zomato,18781.93,,-33700311.6
2025-04-27,Electricity Bill,11070.74,,-33711382.34
2025-02-27,Medical Expense,7269.81,,-33718652.15
2025-01-17,Credit Card Payment,13819.59,,-33732471.74
2025-04-17,UPI to Zomato,4367.04,,-33736838.78
2025-01-08,SIP Investment,18831.37,,-33755670.15
2025-02-15,Fuel,19680.82,,-33775350.97
2025-02-16,Salary Credited,,18887.33,-33756463.64
2025-05-13,Medical Expense,2376.88,,-33758840.52
2025-03-05,UPI to Zomato,18860.23,,-33777700.75
2025-05-29,Medical Expense,9719.92,,-33787420.67
2025-06-11,Insurance Premium,7921.08,,-33795341.75
2025-01-04,Medical Expense,17028.01,,-33812369.76
2025-03-13,Insurance Premium,653.58,,-33813023.34
2025-03-18,Salary Credited,,4656.34,-33808367.0
2025-06-20,Insurance Premium,12841.12,,-33821208.12
2025-05-04,Medical Expense,8946.08,,-33830154.2
2025-01-07,Fuel,12768.37,,-33842922.57
2025-01-16,Salary Credited,,18934.53,-33823988.04
2025-05-01,Electricity Bill,6942.14,,-33830930.18
2025-05-27,SIP Investment,9081.06,,-33840011.24
2025-04-09,UPI to Zomato,17792.16,,-33857803.4
2025-05-03,Credit Card Payment,18945.15,,-33876748.55
2025-03-03,SIP Investment,1213.45,,-33877962.0
2025-02-16,Credit Card Payment,6479.21,,-33884441.21
2025-05-23,UPI to Zomato,2617.73,,-33887058.94
2025-02-07,Insurance Premium,1580.65,,-33888639.59
2025-03-08,Amazon Purchase,15431.42,,-33904071.01
2025-03-17,UPI to Zomato,19479.54,,-33923550.55
2025-06-08,UPI to Zomato,14868.64,,-33938419.19
2025-05-01,Electricity Bill,3327.26,,-33941746.45
2025-01-15,Amazon Purchase,5550.52,,-33947296.97
2025-02-19,Salary Credited,,3144.17,-33944152.8
2025-06-10,Flight Booking,4141.5,,-33948294.3
2025-04-06,Insurance Premium,18680.48,,-33966974.78
2025-02-07,Medical Expense,11216.96,,-33978191.74
2025-03-29,UPI to Zomato,12034.79,,-33990226.53
2025-01-01,Medical Expense,19512.83,,-34009739.36
2025-04-06,Salary Credited,,11741.84,-33997997.52
2025-04-30,Credit Card Payment,15316.39,,-34013313.91
2025-02-13,Flight Booking,17832.49,,-34031146.4
2025-05-09,UPI to Zomato,18864.71,,-34050011.11
2025-02-02,Medical Expense,19202.06,,-34069213.17
2025-02-28,Fuel,2839.54,,-34072052.71
2025-01-05,Salary Credited,,19053.55,-34052999.16
2025-05-17,Medical Expense,6230.23,,-34059229.39
2025-02-02,Flight Booking,507.37,,-34059736.76
2025-02-22,Fuel,1597.37,,-34061334.13
2025-02-22,SIP Investment,9859.91,,-34071194.04
2025-03-27,Insurance Premium,17962.7,,-34089156.74
2025-01-22,Credit Card Payment,14831.42,,-34103988.16
2025-02-04,Electricity Bill,4840.13,,-34108828.29
2025-05-19,Fuel,13732.41,,-34122560.7
2025-03-13,Insurance Premium,19047.89,,-34141608.59
2025-04-08,Medical Expense,15990.39,,-34157598.98
2025-03-17,Insurance Premium,1572.75,,-34159171.73
2025-03-23,Amazon Purchase,13104.3,,-34172276.03
2025-03-09,Medical Expense,13616.43,,-34185892.46
2025-03-14,Insurance Premium,15808.92,,-34201701.38
2025-05-04,Electricity Bill,3445.17,,-34205146.55
2025-01-28,Salary Credited,,16264.14,-34188882.41
2025-05-26,Fuel,10632.61,,-34199515.02
2025-01-13,SIP Investment,9592.38,,-34209107.4
2025-01-04,Fuel,1373.41,,-34210480.81
2025-04-13,Credit Card Payment,5920.35,,-34216401.16
2025-02-27,Electricity Bill,5670.57,,-34222071.73
2025-05-21,Salary Credited,,14552.9,-34207518.83
2025-04-26,Medical Expense,15466.57,,-34222985.4
2025-04-09,Salary Credited,,1803.1,-34221182.3
2025-06-05,Medical Expense,5925.63,,-34227107.93
2025-02-23,UPI to Zomato,6601.73,,-34233709.66
2025-04-29,Salary Credited,,15460.63,-34218249.03
2025-05-16,Insurance Premium,1752.24,,-34220001.27
2025-02-15,SIP Investment,2196.31,,-34222197.58
2025-03-02,Credit Card Payment,19098.05,,-34241295.63
2025-02-15,Credit Card Payment,5923.9,,-34247219.53
2025-06-19,Credit Card Payment,2919.9,,-34250139.43
2025-03-06,UPI to Zomato,8814.2,,-34258953.63
2025-02-20,UPI to Zomato,5930.81,,-34264884.44
2025-04-10,Medical Expense,19158.63,,-34284043.07
2024-12-27,Credit Card Payment,15838.71,,-34299881.78
2025-05-07,Amazon Purchase,5960.83,,-34305842.61
2025-01-15,Salary Credited,,5411.41,-34300431.2
2025-06-23,SIP Investment,5201.03,,-34305632.23
2025-02-08,Electricity Bill,7909.78,,-34313542.01
2025-01-16,Flight Booking,17517.97,,-34331059.98
2024-12-27,Fuel,17796.14,,-34348856.12
2025-02-23,UPI to Zomato,17082.21,,-34365938.33
2025-04-10,Electricity Bill,1763.33,,-34367701.66
2025-05-31,Credit Card Payment,17518.21,,-34385219.87
2025-01-09,Salary Credited,,4803.4,-34380416.47
2025-04-07,Credit Card Payment,4612.85,,-34385029.32
2025-05-18,Insurance Premium,17335.3,,-34402364.62
2025-04-29,Medical Expense,5298.19,,-34407662.81
2025-04-13,Amazon Purchase,14353.02,,-34422015.83
2025-06-06,Flight Booking,1328.5,,-34423344.33
2025-03-31,Salary Credited,,9243.04,-34414101.29
2025-02-26,Insurance Premium,14244.04,,-34428345.33
2025-05-30,Insurance Premium,8795.76,,-34437141.09
2025-05-28,Medical Expense,17368.55,,-34454509.64
2025-04-24,Credit Card Payment,10485.61,,-34464995.25
2025-03-25,Flight Booking,17094.7,,-34482089.95
2025-04-15,Fuel,10044.89,,-34492134.84
2025-02-13,Insurance Premium,13624.16,,-34505759.0
2025-05-23,Flight Booking,15617.08,,-34521376.08
2025-01-17,Amazon Purchase,13795.56,,-34535171.64
2025-03-15,Salary Credited,,12035.67,-34523135.97
2025-06-17,Salary Credited,,19712.62,-34503423.35
2025-05-08,UPI to Zomato,9697.31,,-34513120.66
2025-01-05,Electricity Bill,11749.51,,-34524870.17
2025-03-11,Fuel,3084.45,,-34527954.62
2025-05-04,Salary Credited,,8372.45,-34519582.17
2024-12-26,Insurance Premium,14470.09,,-34534052.26
2025-04-30,Medical Expense,16941.74,,-34550994.0
2025-04-23,Insurance Premium,824.24,,-34551818.24
2025-02-09,Salary Credited,,1342.81,-34550475.43
2025-02-25,Fuel,9449.27,,-34559924.7
2025-03-12,UPI to Zomato,15166.52,,-34575091.22
2025-01-29,Medical Expense,14409.31,,-34589500.53
2025-06-15,Insurance Premium,15940.78,,-34605441.31
2025-05-11,Medical Expense,17065.02,,-34622506.33
2025-05-10,Fuel,8450.8,,-34630957.13
2025-02-28,Electricity Bill,12454.18,,-34643411.31
2025-06-24,Insurance Premium,12255.04,,-34655666.35
2025-06-08,Insurance Premium,16316.88,,-34671983.23
2025-03-16,UPI to Zomato,4531.34,,-34676514.57
2025-03-01,Credit Card Payment,17021.11,,-34693535.68
2025-06-23,Fuel,686.44,,-34694222.12
2025-02-13,Electricity Bill,6342.85,,-34700564.97
2024-12-29,Electricity Bill,18975.26,,-34719540.23
2025-06-08,UPI to Zomato,19326.73,,-34738866.96
2025-02-13,Medical Expense,5553.64,,-34744420.6
2025-05-26,Flight Booking,18136.94,,-34762557.54
2025-03-01,UPI to Zomato,6744.47,,-34769302.01
2025-03-26,Amazon Purchase,4995.04,,-34774297.05
2025-03-11,Amazon Purchase,16921.93,,-34791218.98
2025-04-06,Credit Card Payment,8113.27,,-34799332.25
2025-05-09,SIP Investment,9264.35,,-34808596.6
2025-06-18,UPI to Zomato,3114.62,,-34811711.22
2025-02-20,Flight Booking,5769.44,,-34817480.66
2025-05-14,Fuel,10349.63,,-34827830.29
2025-01-11,SIP Investment,12483.64,,-34840313.93
2025-05-22,Fuel,19052.5,,-34859366.43
2025-04-14,SIP Investment,18125.46,,-34877491.89
2025-01-10,UPI to Zomato,13654.85,,-34891146.74
2025-06-13,Insurance Premium,11155.46,,-34902302.2
2025-05-20,UPI to Zomato,2680.3,,-34904982.5
2025-02-20,Fuel,4264.5,,-34909247.0
2025-05-21,Medical Expense,8540.15,,-34917787.15
2025-06-22,UPI to Zomato,3571.91,,-34921359.06
2025-05-20,Medical Expense,17853.03,,-34939212.09
2025-03-06,Credit Card Payment,1504.57,,-34940716.66
2025-06-24,Insurance Premium,10544.03,,-34951260.69
2025-01-11,Salary Credited,,1692.69,-34949568.0
2025-02-04,Amazon Purchase,12613.73,,-34962181.73
2025-06-04,Amazon Purchase,9682.72,,-34971864.45
2025-01-08,Insurance Premium,2250.73,,-34974115.18
2025-05-24,Credit Card Payment,8597.66,,-34982712.84
2025-03-19,Amazon Purchase,2043.32,,-34984756.16
2024-12-31,SIP Investment,4287.1,,-34989043.26
2025-02-12,Salary Credited,,7538.14,-34981505.12
2025-01-20,Fuel,8146.67,,-34989651.79
2025-05-09,Salary Credited,,1812.95,-34987838.84
2025-05-06,Electricity Bill,9346.48,,-34997185.32
2025-05-04,Medical Expense,10206.84,,-35007392.16
2025-03-01,Salary Credited,,11085.83,-34996306.33
2025-04-09,SIP Investment,17639.54,,-35013945.87
2025-05-23,Insurance Premium,9807.34,,-35023753.21
2025-06-07,UPI to Zomato,13333.54,,-35037086.75
2025-04-20,Medical Expense,9613.94,,-35046700.69
2025-02-23,Flight Booking,15731.54,,-35062432.23
2025-02-02,Fuel,2585.51,,-35065017.74
2025-05-09,Amazon Purchase,7069.5,,-35072087.24
2025-03-02,Medical Expense,16445.56,,-35088532.8
2025-01-20,SIP Investment,19699.82,,-35108232.62
2025-05-15,Salary Credited,,1640.33,-35106592.29
2025-04-26,Credit Card Payment,14459.37,,-35121051.66
2025-04-06,Flight Booking,10479.0,,-35131530.66
2025-01-05,Credit Card Payment,17288.37,,-35148819.03
2025-05-13,Medical Expense,2617.11,,-35151436.14
2025-06-07,Flight Booking,6676.82,,-35158112.96
2025-02-10,Electricity Bill,10328.79,,-35168441.75
2025-01-26,Flight Booking,1103.37,,-35169545.12
2025-04-15,Amazon Purchase,10915.8,,-35180460.92
2025-06-11,SIP Investment,18140.59,,-35198601.51
2025-06-11,Fuel,6468.87,,-35205070.38
2025-02-04,Electricity Bill,19154.29,,-35224224.67
2025-06-10,Credit Card Payment,2283.39,,-35226508.06
2025-03-01,Flight Booking,8347.86,,-35234855.92
2024-12-30,Flight Booking,8462.28,,-35243318.2
2025-06-02,Fuel,12658.31,,-35255976.51
2025-04-07,Flight Booking,18165.33,,-35274141.84
2025-04-18,Medical Expense,5427.21,,-35279569.05
2025-06-05,Insurance Premium,9169.31,,-35288738.36
2025-05-30,Insurance Premium,13365.28,,-35302103.64
2025-06-23,Credit Card Payment,4498.21,,-35306601.85
2025-02-21,Flight Booking,10327.71,,-35316929.56
2025-01-25,Amazon Purchase,12970.97,,-35329900.53
2025-05-26,Fuel,14277.56,,-35344178.09
2025-04-28,Salary Credited,,15356.5,-35328821.59
2025-02-04,Credit Card Payment,2281.25,,-35331102.84
2025-04-29,Amazon Purchase,7890.68,,-35338993.52
2025-05-01,Fuel,5355.67,,-35344349.19
2025-03-19,Medical Expense,12611.01,,-35356960.2
2025-04-02,SIP Investment,7683.01,,-35364643.21
2025-06-23,Electricity Bill,18102.77,,-35382745.98
2025-04-07,Flight Booking,15526.81,,-35398272.79
2025-05-14,Flight Booking,9354.77,,-35407627.56
2025-03-20,Insurance Premium,14178.65,,-35421806.21
2025-05-01,Amazon Purchase,16862.0,,-35438668.21
2025-03-23,Fuel,19038.86,,-35457707.07
2025-06-13,UPI to Zomato,12416.05,,-35470123.12
2025-03-15,SIP Investment,6385.71,,-35476508.83
2025-06-13,Fuel,15223.56,,-35491732.39
2025-05-22,Medical Expense,4798.5,,-35496530.89
2025-02-04,Fuel,5961.61,,-35502492.5
2024-12-29,Salary Credited,,16549.39,-35485943.11
2025-05-03,Amazon Purchase,19133.18,,-35505076.29
2025-01-12,Amazon Purchase,5576.5,,-35510652.79
2025-01-16,UPI to Zomato,9084.72,,-35519737.51
2025-05-19,Salary Credited,,14667.89,-35505069.62
2025-03-12,Medical Expense,752.65,,-35505822.27
2025-02-07,Insurance Premium,10995.7,,-35516817.97
2025-01-23,Flight Booking,13861.45,,-35530679.42
2025-04-11,Electricity Bill,18032.86,,-35548712.28
2025-01-23,UPI to Zomato,10188.98,,-35558901.26
2025-03-30,Fuel,2212.53,,-35561113.79
2025-03-07,Medical Expense,13881.27,,-35574995.06
2025-03-25,Insurance Premium,13934.38,,-35588929.44
2025-04-16,Salary Credited,,11803.69,-35577125.75
2025-04-26,SIP Investment,10573.13,,-35587698.88
2025-04-17,Medical Expense,11022.11,,-35598720.99
2025-01-17,Credit Card Payment,11994.5,,-35610715.49
2025-04-03,Credit Card Payment,12257.31,,-35622972.8
2025-05-23,SIP Investment,13279.02,,-35636251.82
2025-01-11,Fuel,18562.37,,-35654814.19
2025-04-12,Amazon Purchase,10969.17,,-35665783.36
2025-05-30,Flight Booking,4236.82,,-35670020.18
2025-04-21,Flight Booking,11847.83,,-35681868.01
2025-06-25,Electricity Bill,1142.52,,-35683010.53
2025-01-20,Credit Card Payment,4916.96,,-35687927.49
2025-04-29,Insurance Premium,3835.6,,-35691763.09
2025-02-14,Salary Credited,,8646.2,-35683116.89
2025-02-25,UPI to Zomato,5075.9,,-35688192.79
2025-06-06,Flight Booking,17529.93,,-35705722.72
2025-05-05,Salary Credited,,3475.0,-35702247.72
2025-04-05,Flight Booking,1850.44,,-35704098.16
2025-05-06,Insurance Premium,14972.87,,-35719071.03
2025-04-20,UPI to Zomato,6297.33,,-35725368.36
2025-01-04,UPI to Zomato,3241.16,,-35728609.52
2025-06-07,Electricity Bill,17885.84,,-35746495.36
2025-03-22,SIP Investment,1354.28,,-35747849.64
2025-05-22,Amazon Purchase,843.79,,-35748693.43
2024-12-30,Credit Card Payment,15260.46,,-35763953.89
2024-12-29,Medical Expense,9312.67,,-35773266.56
2025-05-24,Medical Expense,11919.01,,-35785185.57
2025-02-19,Electricity Bill,17028.76,,-35802214.33
2025-03-13,Amazon Purchase,3236.91,,-35805451.24
